total_output_power,pa1,pa2,pa3
691.98,243.79,245.15,246.19
691.04,243.29,245.57,246.25
690.96,242.55,245.15,246.03
690.69,242.01,244.91,245.28
691.58,242.96,244.82,246.17
691.51,242.54,245.47,245.24
690.86,243.2,245.42,246.33
689.55,242.63,245.17,246.18
690.77,243.09,245.32,246.39
690.77,243.33,245.23,245.48
692.78,242.77,245.66,245.96
691.05,243.29,246.24,246.31
690.47,242.46,246.45,245.5
691.88,242.81,245.81,246.13
692.48,242.97,246.25,245.8
692.81,243.72,245.6,245.79
691.3,242.43,244.65,246.22
688.9,243.93,244.63,245.7
689.44,243.33,245.02,245.68
690.34,243.19,245.6,246.37
693.35,242.96,246.3,246.6
691.78,242.43,245.38,245.87
688.32,241.87,244.89,243.42
690.96,242.6,245.79,245.49
691.49,243.51,246.43,245.33
686.55,242.2,243.84,244.48
688.8,243.02,245.89,245.98
686.39,241.4,245.04,246.14
688.29,241.15,244.68,246.77
686.91,240.88,243.64,245.63
692.15,243.43,245.24,245.92
689.66,243.32,244.18,245.82
689.15,243.09,243.71,245.39
691.83,242.84,244.64,246.04
690.05,243.46,244.62,245.97
689.59,242.35,244.85,246.66
690.72,243.04,245.78,245.77
689.39,242.26,245.92,244.02
689.98,242.54,246.27,244.01
689.62,242.98,245.47,245.12
690.86,244.01,245.02,245.88
689.38,243.9,245.18,244.85
688.78,242.53,245.15,243.2
688.21,242.0,246.07,242.62
685.96,241.4,244.8,243.63
688.64,241.12,246.44,244.73
686.79,241.67,245.58,243.95
687.03,242.43,246.13,243.32
690.24,242.14,245.64,244.52
690.79,243.42,245.3,245.27
690.99,243.59,245.22,245.55
689.62,243.67,245.47,245.79
688.37,242.57,246.4,243.44
685.52,242.31,244.19,244.83
686.39,242.93,243.74,244.01
687.05,241.87,244.88,244.24
688.96,241.22,246.57,243.56
686.53,241.29,244.4,244.25
688.24,242.96,244.24,243.55
689.57,242.87,245.01,246.31
687.89,242.09,244.02,244.91
687.4,242.55,243.03,245.02
688.69,242.65,244.68,245.15
688.04,243.25,245.03,245.36
687.68,241.64,243.66,244.37
688.58,241.98,244.54,245.3
687.89,242.32,244.49,245.24
689.52,242.43,244.87,245.59
689.94,242.52,244.65,245.24
687.92,243.06,245.16,245.56
690.39,241.69,244.66,245.71
688.02,241.45,243.77,244.68
690.93,243.0,244.79,245.13
688.89,243.12,244.79,245.49
689.47,243.28,245.41,245.49
686.88,241.98,243.87,245.25
689.95,242.5,245.42,246.1
689.46,243.12,244.65,245.97
689.19,243.47,245.01,245.58
688.95,243.34,245.09,245.47
688.7,241.78,243.87,245.13
690.47,243.17,244.47,246.12
690.86,243.39,244.5,246.8
690.01,242.79,245.19,245.49
689.09,242.19,245.44,245.44
689.77,242.46,243.81,245.79
690.81,242.85,243.76,245.91
690.37,243.33,245.38,246.74
691.8,243.01,246.04,246.7
690.26,243.21,244.59,245.77
689.6,242.65,243.83,244.71
689.5,242.51,244.81,245.84
689.34,243.72,244.79,245.47
689.58,243.72,244.76,245.66
689.51,243.11,245.78,245.86
689.31,243.3,243.6,245.01
689.29,243.09,244.68,245.01
688.98,242.25,244.46,246.52
690.12,242.33,243.66,246.11
689.66,244.01,244.07,245.92
686.65,243.33,242.9,245.66
689.46,243.35,243.57,246.13
689.72,244.1,244.99,246.49
690.24,242.83,243.99,245.88
690.27,242.2,244.39,245.24
692.14,243.32,244.37,245.56
689.94,242.63,243.63,246.56
691.87,241.82,246.09,245.14
692.06,242.43,245.34,245.57
688.93,242.8,244.45,245.45
691.15,242.6,245.51,245.59
691.44,242.55,245.16,245.63
690.24,241.46,245.69,245.19
690.24,243.0,244.89,245.38
688.95,242.19,244.7,245.47
691.31,243.19,245.28,246.4
690.99,241.91,245.25,245.59
689.41,242.06,245.69,244.32
690.56,242.57,245.75,245.43
688.15,242.15,244.93,244.99
688.8,242.23,245.57,244.48
690.85,242.69,245.47,245.36
688.98,242.89,245.51,245.49
688.49,242.49,245.51,244.91
689.88,242.69,243.95,244.89
689.88,242.91,245.59,245.28
688.73,243.01,245.23,245.02
688.0,243.4,245.87,245.28
686.86,242.81,245.49,244.5
686.78,241.66,246.19,244.24
685.73,242.75,244.69,243.53
690.6,241.43,246.19,246.21
689.3,241.21,244.04,246.07
