total_output_power,pa1,pa2,pa3
1423.71,248.62,250.61,248.57
1426.55,249.17,250.8,249.22
1429.59,249.07,250.79,249.75
1426.74,247.44,251.11,249.92
1423.57,246.43,249.19,247.72
1425.15,244.8,249.62,248.31
1421.33,245.43,249.37,247.85
1420.08,245.47,249.15,248.23
1425.58,245.71,249.7,249.58
1422.49,246.34,249.22,249.06
1421.81,245.57,250.31,248.04
1422.05,245.42,249.93,248.45
1424.39,245.39,249.82,248.23
1426.32,245.94,250.59,248.97
1428.2,246.69,250.3,247.91
1427.54,245.67,250.73,248.73
1429.95,245.59,250.37,248.45
1423.05,245.35,249.41,248.2
1424.93,245.47,249.77,248.11
1421.1,245.71,250.0,248.46
1423.02,245.71,249.7,248.34
1423.02,245.95,249.82,247.75
1423.02,245.71,250.31,247.25
1425.55,245.39,250.06,249.53
1428.69,245.9,249.44,248.74
1423.05,245.09,249.36,248.33
1425.1,245.61,249.22,249.51
1423.68,245.97,249.82,248.95
1423.29,245.33,249.16,248.89
1422.72,245.59,249.01,249.03
1425.25,245.25,250.71,249.04
1424.9,246.11,249.46,249.04
1422.08,245.4,249.87,248.19
1423.27,245.71,249.3,242.95
1423.17,245.94,249.22,248.43
1422.19,244.88,248.62,249.14
1425.08,244.73,248.14,250.16
1423.69,245.03,249.28,249.55
1425.52,245.47,251.03,247.97
1426.84,245.7,251.1,247.86
1422.95,245.02,251.1,247.61
1424.29,245.26,250.6,248.18
1427.16,245.66,250.6,247.86
1425.64,246.3,249.97,247.69
1424.55,245.81,249.6,248.44
1423.23,246.13,250.02,247.99
1429.69,246.13,249.68,250.27
1422.53,245.71,249.25,248.71
1424.99,246.18,249.5,247.86
1426.84,246.5,249.54,248.56
1420.68,246.46,249.79,247.98
1423.35,245.23,249.01,250.09
1423.94,245.63,248.95,250.3
1420.84,246.6,249.42,248.49
1420.42,246.37,248.96,247.12
1421.49,246.78,249.85,248.31
1424.4,246.32,250.06,248.16
1420.95,246.12,249.32,247.38
1425.67,245.69,249.12,249.25
1425.15,246.92,250.7,248.4
1421.57,246.18,250.49,248.08
1423.4,245.92,250.49,249.06
1424.11,245.59,250.15,249.69
1420.29,245.94,249.46,248.46
1424.38,246.61,249.58,248.83
1423.71,246.3,249.7,249.31
1422.33,246.11,249.46,247.42
1426.22,245.91,249.24,249.92
1426.7,246.37,249.61,249.96
1422.23,245.89,249.63,249.92
1426.68,246.6,250.01,250.23
1426.29,246.48,249.89,249.67
1423.57,247.18,250.37,249.68
1425.94,246.64,249.41,249.98
1425.76,246.72,250.96,248.52
1424.4,246.61,250.85,248.09
1423.62,246.25,250.13,248.23
1424.23,247.18,250.46,247.93
1426.6,247.03,250.66,248.35
1426.68,247.41,250.97,249.18
1426.29,247.4,250.85,248.73
1424.09,247.71,251.06,247.96
1424.72,246.76,251.31,248.01
1423.91,246.7,250.79,247.77
1424.97,247.3,250.86,248.31
1426.83,247.07,250.89,248.31
1426.64,247.3,250.33,248.34
1425.66,247.27,250.78,248.29
1429.45,247.36,250.41,248.66
1423.59,246.76,250.18,247.98
1421.97,246.43,250.17,247.37
1420.97,246.3,249.96,247.64
1426.09,246.36,250.67,248.01
1422.41,246.38,249.46,248.91
1426.12,246.24,249.22,247.99
1430.55,246.37,250.09,248.46
1428.9,246.4,249.68,249.19
1424.61,246.21,249.34,247.5
1425.53,246.37,250.18,247.63
1426.94,246.13,249.5,249.38
1431.13,245.91,250.15,249.55
1423.03,245.59,249.27,249.71
1430.21,246.18,250.25,249.76
1426.89,246.82,250.49,247.86
1424.78,246.95,250.49,248.06
1429.34,247.16,250.66,248.49
1426.41,246.92,250.54,247.76
1428.2,246.59,250.87,248.93
1424.96,246.93,250.99,248.67
