total_output_power,pa1,pa2,pa3
692.61,225.62,226.73,237.04
689.6,225.53,224.5,237.03
692.94,225.11,225.16,239.42
692.97,224.61,225.92,239.36
691.73,224.9,225.75,239.08
691.94,224.17,226.57,238.6
693.78,225.64,225.84,238.16
692.37,225.55,225.28,237.84
690.72,225.38,225.12,237.47
693.1,225.76,225.12,238.89
692.78,225.7,224.7,239.77
692.79,225.22,224.91,239.77
692.75,225.75,224.06,239.45
691.34,224.98,224.12,239.56
689.91,224.52,224.21,239.11
688.94,224.16,224.49,239.05
688.96,223.96,223.85,239.01
690.02,224.28,225.22,239.69
691.0,226.56,225.6,238.63
691.68,225.9,226.7,237.79
693.5,225.95,227.0,238.13
692.21,225.85,226.07,238.67
691.54,225.13,225.8,238.67
691.32,225.47,225.82,238.89
693.24,227.02,226.14,238.45
691.65,226.63,226.06,238.04
691.36,226.17,225.7,238.55
691.75,226.48,226.2,238.12
692.19,226.41,225.63,239.57
692.54,226.26,225.44,239.75
691.5,225.73,225.63,239.34
691.23,226.07,225.6,238.88
691.45,225.82,225.5,239.25
691.63,226.37,225.5,239.41
691.55,226.0,225.48,239.22
693.44,225.89,225.8,239.44
690.96,225.81,225.5,239.48
690.83,225.53,225.14,239.24
689.95,225.43,225.21,238.49
690.26,225.73,225.33,238.78
690.21,225.84,225.5,239.11
689.31,225.44,225.05,238.62
689.71,225.39,225.08,238.92
688.52,225.4,224.84,238.13
689.11,225.17,224.43,238.23
688.85,225.6,225.38,238.67
686.84,225.01,225.12,238.67
686.3,224.92,224.67,238.46
687.46,224.78,224.19,238.55
688.66,225.5,224.5,238.02
687.36,225.06,224.04,238.42
687.45,224.44,224.12,238.33
687.51,224.61,224.23,238.13
686.78,224.5,224.67,237.47
687.39,224.7,224.19,237.52
686.62,224.63,224.57,238.2
685.78,224.57,224.59,237.82
684.81,224.87,224.25,237.26
686.75,224.4,224.71,238.13
687.72,225.56,224.19,238.99
687.4,224.82,224.51,238.05
685.87,224.97,224.09,238.33
687.1,224.59,223.77,238.14
687.26,225.12,224.51,238.88
686.94,224.59,224.4,238.43
686.14,225.12,224.72,238.58
687.22,225.12,224.59,238.17
686.66,224.68,223.78,238.43
685.48,224.81,224.09,237.9
687.11,224.81,224.99,238.33
687.53,224.8,224.6,238.39
688.08,225.18,225.08,238.72
687.68,224.9,224.52,239.01
688.8,225.0,225.16,238.89
687.65,225.42,225.07,239.34
690.17,225.42,224.91,239.7
688.62,225.31,225.12,238.96
687.41,225.01,224.8,238.81
688.35,225.01,224.48,238.78
687.07,224.8,224.95,239.46
688.91,224.66,224.93,239.08
689.18,225.42,224.94,239.4
689.27,225.37,224.96,239.49
688.94,225.65,225.17,239.07
690.9,225.49,225.65,239.15
691.6,225.73,225.35,239.39
692.47,225.94,225.85,239.95
690.55,225.64,225.43,239.55
691.78,226.05,225.9,240.18
691.72,225.89,225.84,239.92
691.34,225.68,226.25,238.06
691.68,226.59,226.41,239.18
692.45,226.58,226.53,239.22
693.21,226.65,226.23,238.88
694.3,227.2,227.13,239.33
693.06,226.42,226.34,239.46
692.17,225.32,226.57,239.21
692.47,226.39,226.68,239.23
692.36,225.39,227.08,239.63
692.51,225.55,226.99,239.58
692.9,225.59,226.88,239.56
691.02,225.36,227.04,238.66
691.81,225.42,226.9,238.77
692.21,225.21,226.6,239.87
692.68,225.11,226.54,239.36
692.75,225.96,227.11,238.54
691.18,225.73,227.09,238.11
694.07,225.41,227.11,239.42
695.58,226.72,227.14,239.55
693.56,226.38,227.07,239.92
693.38,225.47,227.21,239.59
692.98,225.53,227.0,238.57
693.68,225.59,227.26,238.33
694.01,226.09,227.79,238.93
694.08,226.04,227.56,239.1
691.81,225.64,226.59,238.44
692.16,225.74,225.87,238.33
692.2,225.73,226.9,239.55
695.53,225.84,227.41,239.92
695.47,225.94,227.05,239.76
692.92,226.75,223.8,239.22
690.8,225.89,225.16,238.3
691.06,225.94,223.66,239.1
690.74,226.41,223.45,239.03
690.93,226.56,223.77,238.66
693.38,226.56,224.08,239.22
691.88,226.9,224.3,239.12
691.48,226.84,224.36,239.19
690.95,226.69,224.24,239.05
692.19,226.55,224.42,239.3
690.89,224.45,224.81,239.51
693.29,226.53,224.3,239.42
693.85,227.04,223.71,238.71
692.83,226.51,224.24,239.57
694.03,226.66,224.19,239.12
694.07,226.99,224.49,239.55
692.83,226.17,225.1,239.88
691.9,225.57,225.75,238.53
693.17,224.87,225.53,238.8
691.73,225.21,225.36,238.24
692.0,225.27,225.74,238.01
692.19,225.58,225.88,238.02
691.64,225.61,225.45,237.46
692.16,225.37,225.72,237.46
692.44,225.3,225.23,239.03
692.19,225.32,225.42,238.14
691.51,225.01,225.64,237.81
692.1,225.2,224.9,238.01
692.7,225.14,225.35,239.52
695.02,225.22,225.61,240.39
693.71,225.33,225.32,238.16
692.75,225.8,225.16,239.15
693.48,225.11,225.16,239.06
692.73,225.42,225.89,238.79
695.56,225.1,225.48,239.44
692.1,225.01,224.89,239.54
692.15,224.91,225.11,239.31
693.66,225.05,225.02,239.49
691.57,224.93,224.57,239.34
692.88,225.7,225.14,239.3
692.71,225.41,225.22,239.16
694.04,225.46,224.85,239.28
691.68,224.84,224.54,239.71
692.68,224.86,225.04,239.66
693.4,225.51,225.47,238.86
693.3,225.15,224.94,238.95
691.22,224.49,224.7,238.37
693.43,225.33,225.21,239.26
693.43,225.33,225.21,239.26
693.43,225.33,225.21,239.26
694.21,225.26,225.44,240.22
694.71,225.35,225.12,239.88
693.98,225.27,225.24,239.0
693.8,225.51,225.87,238.16
693.72,225.64,225.72,238.9
693.76,225.43,225.43,238.47
692.5,225.51,225.69,238.27
693.04,225.58,225.5,238.44
693.35,225.6,225.41,238.71
690.41,225.37,224.82,238.0
693.59,225.2,224.8,238.08
692.88,225.46,225.25,239.74
690.66,225.45,224.77,238.77
692.49,225.1,224.91,239.45
692.47,225.23,224.91,239.89
691.84,224.8,224.48,239.22
693.71,225.2,225.12,239.75
692.89,225.43,225.2,239.44
693.47,225.53,225.36,238.01
693.94,225.27,225.33,238.28
692.77,225.22,225.15,240.34
694.81,225.46,225.68,240.54
693.96,225.52,225.37,239.57
691.84,225.33,225.12,238.75
693.11,225.31,225.19,237.68
691.85,225.33,225.36,238.02
692.95,225.92,225.22,237.83
694.63,225.56,225.5,239.81
693.46,225.32,225.22,239.22
692.81,225.0,225.32,238.89
693.46,225.56,225.42,238.51
693.85,225.71,225.78,238.13
691.8,225.4,225.17,237.59
693.43,225.44,225.33,238.33
693.43,225.84,226.06,238.14
691.31,225.23,225.21,238.05
690.56,225.32,224.69,238.21
692.9,225.21,225.74,238.49
692.62,225.58,225.9,238.46
691.84,225.48,225.23,238.03
693.07,225.5,225.88,238.2
693.15,225.89,225.88,238.72
692.21,225.83,226.04,237.92
692.47,225.32,225.84,238.56
692.51,225.33,225.23,237.72
693.46,225.41,225.83,237.78
693.78,225.64,225.53,238.06
695.14,225.11,225.58,239.63
694.23,225.21,225.54,239.67
694.29,225.32,225.58,239.59
692.48,225.11,225.19,238.93
693.46,225.62,225.55,239.98
692.48,225.33,225.74,238.37
693.42,225.41,225.94,237.69
693.06,225.43,225.44,238.25
692.18,225.24,225.32,238.26
691.48,225.24,225.98,238.22
694.4,225.25,225.51,239.68
693.55,225.47,225.32,238.25
692.45,225.31,225.32,237.66
691.68,224.74,224.9,238.39
693.72,225.34,225.11,239.06
694.11,225.64,226.06,238.66
692.45,225.41,225.54,238.78
692.78,225.52,226.12,239.01
693.33,226.29,226.46,238.45
694.19,225.81,226.36,238.89
693.26,225.84,225.73,239.46
695.56,225.69,225.85,239.51
694.09,225.34,225.64,238.79
693.1,225.61,225.14,238.73
692.76,225.53,225.81,238.44
691.2,225.31,225.54,237.78
693.4,225.51,226.33,238.14
693.34,225.41,225.37,238.38
693.96,225.73,226.05,238.88
693.96,225.84,226.19,238.37
692.45,226.0,226.05,238.78
694.4,225.99,225.18,238.49
693.36,225.63,226.1,238.54
692.24,225.51,225.52,233.65
692.78,225.21,225.65,238.89
694.05,225.52,225.94,239.0
692.84,225.54,225.66,237.48
693.51,225.6,226.1,237.99
695.64,226.37,226.36,238.96
695.48,226.37,226.36,239.12
694.24,226.65,226.81,239.05
693.76,225.66,225.53,238.85
694.74,226.16,226.31,239.16
695.05,226.6,226.9,238.88
695.05,226.25,226.88,239.32
693.16,225.62,226.05,239.01
693.79,225.84,225.99,238.39
694.09,226.16,225.67,238.13
694.0,225.84,225.93,238.08
693.25,225.84,226.15,238.22
693.17,225.73,226.29,238.85
694.04,225.94,225.85,239.23
693.25,225.94,226.17,238.19
694.08,225.73,225.85,238.26
694.73,225.84,226.25,239.11
694.94,226.75,226.34,238.43
695.08,226.88,226.88,238.35
693.72,225.9,226.28,238.65
693.41,226.16,226.04,238.36
693.97,225.79,225.51,238.47
691.32,225.6,225.63,237.8
691.9,225.56,225.66,237.35
692.74,225.53,225.74,238.84
693.77,225.63,225.64,238.21
692.75,225.84,226.12,238.33
692.81,225.78,225.89,238.67
691.91,225.19,225.21,238.52
691.83,225.53,226.07,238.52
693.8,225.48,225.4,237.74
691.61,225.26,225.54,238.89
692.04,225.42,225.11,238.28
690.16,224.9,225.09,238.68
691.52,225.31,225.0,239.38
691.56,225.12,224.8,239.12
690.89,224.68,224.48,239.11
690.56,225.42,224.59,239.34
690.37,224.81,224.57,239.6
692.06,224.56,224.61,239.34
690.9,224.74,224.83,239.5
691.21,224.62,224.67,239.09
691.93,224.98,224.82,239.92
691.53,225.01,224.78,239.45
691.49,224.6,224.6,239.44
692.47,226.17,224.2,239.43
690.85,224.8,223.97,239.32
692.8,226.77,223.87,239.18
691.5,224.9,223.88,239.34
691.88,225.1,224.18,239.84
689.51,224.79,223.87,239.18
691.5,226.45,223.86,239.37
691.76,226.39,224.14,239.34
688.66,223.77,224.06,239.32
691.18,224.29,223.85,239.67
691.64,226.49,224.23,239.45
692.38,225.93,224.59,239.22
691.98,224.81,224.69,239.72
690.99,224.71,224.85,240.17
692.81,225.59,225.48,239.83
691.56,225.92,224.23,239.48
688.25,224.59,223.85,238.82
691.08,224.91,224.38,239.66
690.89,224.07,224.07,238.98
692.15,226.74,223.95,239.29
691.02,226.88,223.93,239.19
692.43,226.64,224.05,239.15
691.58,226.58,223.39,239.66
692.45,226.19,224.76,238.33
691.58,225.53,224.48,239.38
