total_output_power,pa1,pa2,pa3
678.18,262.15,260.84,262.62
676.69,261.46,261.58,261.02
678.28,262.58,261.45,262.42
676.73,262.06,261.37,261.35
676.72,261.94,261.54,261.1
675.86,261.7,261.16,261.47
676.5,261.7,261.24,262.55
675.9,261.87,261.82,260.96
674.37,262.01,260.5,260.68
675.58,261.16,261.58,260.13
675.07,261.22,261.44,261.1
676.49,261.46,262.04,261.48
676.07,261.37,261.46,261.35
674.84,261.93,261.69,261.21
675.79,261.56,261.33,261.18
676.43,261.6,262.07,261.37
673.94,261.7,262.19,261.69
676.7,261.22,261.82,262.85
678.39,261.22,261.98,263.03
675.12,261.5,261.48,260.97
674.84,261.24,261.51,260.74
675.77,260.79,261.09,262.71
674.23,261.71,261.58,261.22
676.68,261.34,261.54,263.47
676.45,261.25,261.71,262.88
676.93,261.18,261.9,262.47
676.87,261.29,262.11,261.79
675.7,261.51,261.94,262.85
676.75,261.46,262.31,262.42
675.84,261.59,261.94,262.8
676.96,261.37,262.16,262.88
676.73,261.16,261.98,262.33
677.63,261.0,262.67,262.18
676.39,261.46,262.42,261.74
678.75,262.2,263.04,262.21
678.22,261.97,262.55,263.32
678.52,262.13,262.3,262.79
676.18,262.12,261.75,262.57
677.72,261.86,262.06,261.34
677.18,261.96,261.69,261.78
677.22,261.62,261.83,262.15
676.41,261.89,261.93,262.3
678.25,261.57,262.77,262.3
676.33,261.59,260.75,262.67
677.17,261.88,262.31,262.26
677.86,262.53,263.14,262.91
677.16,262.16,262.95,263.03
679.08,261.8,262.87,263.49
675.55,262.67,263.16,263.17
674.9,260.87,262.42,259.36
675.74,260.55,263.04,260.64
673.9,261.22,262.67,259.05
674.77,260.6,262.55,260.64
675.02,261.16,262.92,261.09
676.02,261.27,262.7,261.18
674.53,261.22,262.38,259.92
675.51,260.73,262.49,260.37
674.28,260.9,261.0,261.23
673.15,260.92,260.07,260.14
675.43,261.16,262.45,260.16
675.86,260.8,262.54,260.57
676.05,261.44,262.42,260.74
675.78,261.1,262.55,261.2
676.41,261.93,262.72,261.39
675.24,261.45,262.14,261.28
676.43,261.0,262.53,261.47
676.19,261.21,262.54,261.05
676.87,261.48,262.39,261.46
674.33,262.29,262.19,261.86
674.53,261.6,262.06,260.72
675.48,261.35,262.19,261.01
675.48,261.58,263.04,260.52
675.42,261.57,262.49,260.56
676.93,261.82,262.35,260.89
676.88,261.94,262.57,261.57
677.45,261.57,262.77,262.3
677.32,262.07,262.55,262.21
677.01,262.27,262.18,262.3
677.7,261.92,262.22,262.29
677.88,261.75,262.75,262.26
676.4,261.71,262.42,260.36
674.77,262.53,262.07,261.05
676.37,262.07,262.16,262.05
676.79,261.82,262.3,261.69
676.27,262.23,262.3,261.42
677.36,261.95,262.38,261.78
675.91,262.12,262.3,261.15
676.4,261.59,262.46,261.83
676.14,261.94,262.09,261.75
675.68,261.61,263.0,261.18
674.23,261.67,262.17,261.95
676.39,261.93,262.83,262.08
676.47,261.57,262.0,260.76
676.64,261.94,261.84,261.68
675.45,261.98,262.31,261.22
677.03,261.91,263.16,261.46
677.36,261.93,262.55,262.04
