total_output_power,pa1,pa2,pa3
721.1,234.96,234.92,235.03
720.43,235.06,234.21,234.78
720.1,234.11,233.88,233.65
720.8,235.4,234.69,234.77
721.15,234.36,234.41,233.8
725.68,235.46,235.69,235.66
721.57,235.13,234.35,234.74
723.62,234.8,234.15,233.67
721.22,234.69,234.77,234.77
721.33,234.14,234.36,234.33
721.34,234.85,234.4,234.1
719.46,234.1,233.56,234.53
722.02,235.72,234.83,234.12
720.73,234.97,233.82,233.89
721.55,235.28,234.15,234.78
721.45,234.48,234.17,234.3
721.79,235.03,234.1,234.12
721.45,234.69,234.08,233.83
721.78,235.12,233.91,233.73
722.12,234.74,234.55,234.74
721.82,234.46,233.88,233.69
721.34,235.22,234.02,233.86
722.32,234.71,234.88,234.25
721.87,233.59,233.96,235.25
721.8,234.68,234.21,235.15
720.13,234.46,234.22,233.78
721.01,234.65,234.63,234.1
721.35,233.96,234.36,234.34
721.08,234.12,233.77,233.46
720.82,234.32,234.03,233.38
720.47,234.66,234.51,233.23
719.57,233.97,233.38,233.4
719.84,234.03,234.39,233.21
720.3,235.07,234.33,234.52
719.89,234.75,233.86,234.45
719.02,234.6,233.57,233.75
718.79,234.67,234.13,233.38
719.75,234.45,234.54,234.72
722.63,235.19,235.02,234.28
724.6,234.11,236.01,235.33
723.99,233.33,235.33,235.63
721.73,234.81,234.5,234.89
720.43,235.24,234.1,234.45
720.09,234.55,233.66,233.61
720.49,234.58,233.88,233.72
719.68,234.34,233.45,233.01
720.8,234.3,234.1,234.32
719.46,234.19,233.39,233.25
719.45,234.3,234.42,233.14
719.67,233.58,233.78,233.75
721.93,233.93,233.68,235.72
719.97,234.42,233.95,234.65
719.74,233.97,234.1,234.1
722.14,235.35,235.05,233.17
719.64,233.41,233.66,233.02
719.18,233.71,232.94,234.92
725.49,235.74,235.42,235.18
721.18,234.34,234.12,234.29
721.45,234.16,233.49,235.96
720.91,234.17,234.5,235.18
722.32,234.48,235.53,232.59
723.43,235.41,235.83,232.59
723.08,235.72,235.94,233.3
720.6,234.68,234.29,233.86
722.47,234.57,236.04,233.58
720.43,233.44,233.45,235.7
720.35,233.11,233.66,235.2
725.04,235.31,236.12,235.1
722.89,235.34,234.96,234.84
724.29,235.74,235.3,234.86
722.96,234.17,236.17,235.33
720.4,233.12,234.05,235.37
720.7,233.51,234.42,235.74
720.08,234.44,233.69,235.84
719.13,234.01,233.9,233.66
720.06,233.62,235.1,232.61
721.04,233.43,234.07,235.53
721.64,234.88,234.12,234.85
720.4,233.91,233.5,235.2
720.2,233.69,235.12,234.15
721.27,233.99,234.35,235.73
720.43,233.67,233.7,234.57
721.4,235.45,234.96,232.75
720.89,234.86,233.61,234.44
725.43,235.28,234.96,234.64
724.78,235.51,234.74,235.08
724.1,234.87,234.52,234.35
726.15,235.63,235.26,234.81
722.84,235.29,233.04,235.47
722.29,232.8,234.93,236.5
723.76,233.81,235.06,235.93
724.26,233.55,236.3,235.55
723.82,234.04,235.03,235.71
722.54,232.99,235.93,234.96
721.36,235.38,235.97,235.19
720.78,234.75,234.18,234.0
722.48,234.42,234.97,235.17
720.77,234.83,233.76,234.62
720.77,234.55,234.42,235.01
721.93,234.66,234.11,234.95
720.63,233.52,234.55,234.1
721.2,233.89,234.02,234.33
722.73,233.59,235.63,235.33
723.8,235.02,235.72,235.82
722.77,233.63,235.65,235.08
724.26,234.69,235.3,235.17
723.38,233.41,236.61,235.74
721.24,234.43,234.99,234.57
719.6,234.96,234.3,234.04
719.79,234.59,234.24,232.7
721.52,235.68,233.35,233.21
722.47,234.09,233.46,236.37
723.11,233.55,236.36,235.96
723.46,234.06,235.56,235.44
723.94,234.19,235.97,235.46
721.29,233.03,234.96,234.35
722.65,236.03,234.95,235.45
719.41,234.24,233.57,235.39
720.18,233.44,233.98,235.49
723.07,233.44,235.26,234.86
722.74,235.39,234.99,234.52
722.99,235.13,235.67,234.9
723.15,235.66,235.23,234.32
722.92,235.73,234.3,235.22
723.22,234.84,235.28,235.79
723.75,235.25,234.65,234.7
723.75,235.14,235.19,234.96
724.75,235.9,235.65,235.07
724.12,234.96,234.84,234.86
724.74,235.3,235.02,234.83
722.85,233.71,235.96,235.44
723.93,234.54,235.02,234.74
724.07,235.49,234.42,235.06
725.09,235.28,234.98,234.95
721.36,233.76,234.68,235.19
719.49,233.4,231.09,233.4
720.99,234.22,234.56,233.22
722.39,235.44,233.41,234.76
719.82,234.0,233.95,234.54
722.06,235.06,234.99,233.59
721.11,234.8,234.11,234.61
720.37,233.85,234.02,234.55
720.83,233.92,233.88,233.66
720.43,234.43,233.89,234.1
720.13,234.62,234.12,233.89
720.8,234.69,234.09,233.88
