total_output_power,pa1,pa2,pa3
689.8,237.34,238.75,239.49
691.07,238.46,238.53,240.08
690.96,237.55,238.6,240.0
692.16,237.57,238.67,239.76
692.43,238.33,238.77,239.64
692.69,238.42,238.91,239.34
694.26,238.92,239.52,240.29
695.47,239.35,239.97,240.49
694.7,239.21,239.77,240.11
692.53,237.46,239.74,239.13
691.83,237.14,238.19,238.67
691.14,236.8,238.68,238.78
691.56,237.81,239.44,239.12
692.8,238.12,239.37,239.23
691.18,238.57,237.25,239.73
689.0,236.54,237.22,240.01
690.46,237.15,237.16,238.72
692.48,236.9,239.3,240.37
693.95,238.52,240.06,239.84
691.53,236.64,239.5,239.17
691.97,237.54,239.48,239.12
693.62,237.24,239.18,240.44
693.72,238.57,239.44,240.33
694.02,238.01,239.33,240.32
693.1,237.47,238.77,240.21
694.41,237.25,239.2,240.39
693.99,237.36,240.45,238.79
693.12,237.51,239.7,238.2
693.67,237.09,239.62,240.16
692.61,236.56,239.01,240.56
693.0,236.38,239.0,239.59
691.05,237.12,238.89,238.63
692.65,238.39,239.02,239.98
693.42,237.13,239.22,240.66
693.09,237.59,238.81,240.11
692.53,237.14,238.75,240.19
691.73,237.81,238.41,240.48
694.55,238.94,238.59,240.74
693.46,238.84,238.73,240.55
693.8,238.56,239.22,240.7
694.34,238.56,239.11,240.06
693.26,238.06,238.98,240.42
691.8,237.71,238.78,240.34
691.17,238.0,238.78,240.33
692.16,237.72,238.15,240.54
690.86,237.86,238.28,240.32
691.63,238.12,238.59,240.62
691.05,238.06,238.36,240.83
692.94,238.23,238.95,240.71
691.58,237.89,238.48,240.28
690.4,238.25,238.24,239.85
689.12,238.14,238.16,239.69
689.92,237.6,238.78,240.43
692.84,238.12,239.12,240.45
691.2,238.23,238.68,240.55
690.28,237.72,237.48,240.15
689.14,236.39,237.94,239.84
691.27,237.23,240.09,240.03
692.72,238.36,240.2,240.02
691.83,238.25,240.33,239.94
691.51,237.81,239.51,239.77
692.55,237.69,239.67,240.5
691.45,236.92,239.57,240.06
691.83,237.36,239.77,239.76
689.9,236.81,239.22,239.35
691.12,236.64,239.19,240.71
691.14,237.88,239.24,239.72
690.82,237.77,239.56,238.87
690.31,238.39,239.33,238.53
692.98,238.01,239.33,240.39
691.91,237.82,239.59,240.29
689.84,237.11,239.28,240.22
689.34,237.05,237.62,240.23
689.26,237.49,237.24,239.53
690.57,237.45,240.23,239.68
692.18,237.67,239.46,240.4
692.42,238.53,239.0,239.68
691.38,239.01,239.33,239.2
690.99,238.56,238.72,240.0
691.71,238.85,239.16,240.23
690.88,238.26,239.81,240.36
