total_output_power,pa1,pa2,pa3
635.84,229.13,232.74,230.61
637.01,231.06,232.06,229.2
636.48,228.98,233.88,230.67
637.93,230.24,234.56,231.33
639.21,230.36,234.55,231.41
636.97,229.82,234.33,230.37
636.52,230.03,234.54,230.46
635.63,229.73,234.1,230.2
636.47,229.96,234.1,230.27
637.96,229.95,234.54,230.15
636.0,229.34,233.08,230.08
635.12,229.71,233.71,229.96
635.01,229.5,233.67,229.61
634.17,228.67,232.49,229.72
636.39,230.03,234.29,229.33
638.99,230.93,233.84,230.77
640.35,230.92,233.25,232.18
638.74,230.89,232.92,232.07
639.29,231.37,233.23,232.28
639.94,231.06,232.94,232.06
637.37,230.7,232.86,232.17
638.35,231.08,233.64,231.72
640.59,230.36,234.02,232.05
639.12,231.21,233.03,230.99
638.6,230.64,233.61,231.97
638.26,228.8,234.96,231.91
638.76,228.86,234.07,231.59
638.84,228.3,234.11,232.2
636.61,228.42,234.2,232.06
637.29,229.44,233.66,231.97
638.34,230.71,232.7,230.96
639.97,230.81,234.25,230.82
638.94,230.49,233.7,231.21
637.4,229.29,233.69,230.44
639.73,231.21,233.47,232.05
639.07,229.49,234.12,231.52
633.71,229.29,233.46,229.4
636.38,229.96,233.27,229.85
635.57,229.6,233.06,229.81
635.88,228.83,233.83,229.09
636.07,228.78,234.4,229.67
636.71,229.1,235.08,229.98
638.5,228.98,235.05,231.31
640.31,231.5,233.45,231.73
637.36,229.95,234.85,230.48
635.18,228.8,232.1,231.14
635.6,229.97,232.9,229.42
635.85,230.14,233.47,229.69
634.44,229.71,232.71,229.72
634.73,229.4,233.04,229.18
637.26,229.56,233.85,230.27
640.83,231.29,233.81,232.62
639.33,231.17,233.9,231.8
633.75,229.08,232.83,229.42
633.89,229.96,232.06,229.29
634.19,229.22,233.96,229.41
635.06,228.56,234.09,229.71
633.87,228.84,233.06,229.44
635.42,229.11,234.08,229.57
635.75,229.71,233.08,229.61
636.53,230.08,233.19,229.72
636.71,230.14,233.49,230.43
639.28,230.67,234.3,230.8
639.32,230.45,234.5,231.09
636.8,230.36,233.88,230.89
637.7,230.36,233.91,230.89
637.28,230.14,233.03,230.07
638.53,230.84,234.06,231.62
639.02,231.56,234.21,231.55
639.37,231.67,234.65,231.03
638.12,231.26,233.21,231.3
636.74,230.85,234.82,230.11
634.29,229.78,231.86,230.07
636.17,230.7,232.59,230.66
638.55,231.11,232.67,231.75
637.97,230.57,232.49,231.0
639.74,231.3,233.76,231.91
639.58,231.42,234.82,231.75
637.29,230.7,233.61,230.87
638.26,230.51,233.88,230.89
638.11,230.73,234.97,231.37
638.54,230.89,234.77,231.5
638.16,231.14,233.44,231.53
639.06,230.97,233.11,231.24
637.5,230.9,234.77,231.55
640.33,230.89,234.65,231.52
640.0,231.22,235.18,231.43
638.76,230.31,235.27,231.07
636.15,231.04,234.17,229.54
635.91,229.54,234.99,229.47
636.64,229.6,234.66,229.45
638.56,231.16,233.8,232.38
638.26,230.67,234.4,231.31
639.78,230.11,234.19,231.35
637.93,230.58,234.72,231.41
637.39,231.13,234.08,231.33
638.28,231.01,234.75,230.16
636.46,229.77,234.67,229.96
638.79,230.2,233.23,231.41
640.12,230.32,234.24,231.84
637.83,230.84,234.42,229.71
638.0,230.94,233.77,229.73
637.5,230.57,233.75,229.93
639.17,231.63,234.58,230.53
636.42,230.59,233.85,229.74
636.84,230.57,232.82,229.9
640.04,230.88,234.1,232.27
637.97,231.0,234.77,229.22
639.16,231.08,234.99,229.16
638.65,230.47,234.54,231.6
638.18,230.88,233.58,231.77
638.86,231.52,234.36,229.65
640.31,231.32,235.06,231.95
638.93,230.82,234.08,231.88
639.94,231.19,234.07,231.84
636.97,230.52,234.26,231.48
638.49,230.78,234.66,232.05
636.82,230.47,233.8,231.32
638.47,230.56,233.35,231.31
640.41,231.62,234.55,231.41
637.86,230.1,233.83,230.72
638.05,230.25,234.1,231.6
638.45,230.56,234.65,230.59
637.19,231.49,234.54,230.28
636.71,230.79,233.82,229.73
637.7,231.15,234.76,231.3
637.11,230.85,235.41,230.56
637.11,230.58,234.47,230.56
635.09,230.25,233.26,230.18
636.98,229.93,232.63,230.31
635.74,229.15,232.55,229.54
638.87,231.85,234.75,230.02
637.11,230.14,234.52,230.67
635.64,230.15,233.27,230.71
637.24,231.16,234.22,229.89
633.3,229.23,232.48,229.77
633.56,229.68,232.5,229.81
634.39,229.11,233.01,229.96
637.58,229.51,235.08,230.68
635.93,229.92,234.13,230.57
636.01,229.5,233.17,230.27
635.9,229.89,232.9,230.82
635.29,229.95,232.49,229.94
635.33,229.19,233.26,229.83
635.33,230.78,232.27,229.72
634.1,229.99,232.65,230.26
636.2,229.95,234.27,230.59
637.5,230.16,233.29,229.65
637.93,230.07,232.66,232.11
637.35,230.57,233.79,229.9
637.51,230.99,234.63,230.24
637.67,231.28,233.87,229.49
637.81,231.39,235.03,230.48
638.04,230.46,233.97,231.08
634.74,229.84,232.93,230.57
635.6,228.88,233.02,230.67
637.11,229.68,233.58,230.99
637.86,230.54,233.53,230.99
637.23,229.87,234.43,230.99
637.09,230.49,234.45,230.38
637.25,229.91,234.74,229.54
637.24,230.25,234.89,230.21
638.49,230.18,234.38,230.05
638.76,230.76,234.74,230.61
636.97,229.51,233.86,231.1
636.32,230.79,234.62,229.31
639.12,230.78,234.43,230.8
635.64,230.03,232.4,230.46
638.46,230.94,233.28,231.33
637.72,230.5,233.67,229.91
636.41,230.93,234.74,230.03
636.58,229.93,235.0,230.37
638.33,230.04,233.68,231.73
637.36,230.9,234.74,229.29
637.7,230.88,234.11,230.05
639.75,231.23,234.72,231.38
638.27,228.46,234.59,229.53
638.75,231.1,234.08,230.11
637.93,230.93,235.45,229.88
636.2,230.5,233.75,229.02
638.59,231.14,234.01,229.61
637.9,230.46,234.6,230.24
638.44,231.36,234.58,229.39
637.94,231.44,234.13,229.1
635.89,230.78,233.36,229.38
635.54,229.06,231.61,230.99
639.43,230.05,233.57,231.34
637.75,230.43,233.72,230.04
636.86,230.73,233.88,229.3
637.39,230.37,233.12,231.01
639.22,230.83,234.58,231.82
638.98,230.43,234.46,231.33
637.91,229.71,233.14,230.67
638.63,230.25,233.28,230.79
639.14,230.14,234.41,231.2
639.44,229.77,233.81,231.34
637.76,229.89,233.81,231.47
638.5,229.89,233.93,231.58
638.68,230.2,234.78,232.09
639.06,229.91,234.3,231.19
638.86,230.4,234.31,231.21
638.66,230.27,234.52,231.38
641.19,230.64,234.55,231.74
638.26,230.13,233.57,230.61
640.08,230.69,234.03,231.22
640.91,231.21,234.3,232.26
640.61,230.99,233.51,231.41
637.26,229.92,232.73,230.74
637.78,229.5,233.79,230.78
638.55,230.51,234.77,231.17
639.77,230.73,234.43,231.97
636.49,229.59,233.15,230.09
638.15,230.35,234.34,231.51
637.2,230.66,234.6,231.57
636.54,230.13,233.65,230.57
637.67,229.93,233.89,230.98
637.41,230.46,233.9,230.8
639.29,230.89,234.71,231.79
636.28,229.31,232.91,230.39
636.32,229.59,233.59,230.48
639.05,229.95,233.78,230.91
635.57,229.81,232.99,230.16
637.97,230.39,233.46,231.11
637.37,230.44,234.32,230.97
636.71,229.71,233.64,230.15
637.43,230.47,234.13,231.21
635.92,230.14,233.06,230.7
637.5,230.45,234.1,231.13
639.48,230.67,234.77,230.96
637.03,230.46,234.63,230.67
639.3,230.62,233.48,230.84
640.65,231.32,235.48,231.64
637.67,230.6,233.56,231.28
639.77,230.79,234.54,231.79
637.62,230.05,233.66,230.87
638.0,230.02,233.22,230.46
637.98,230.46,233.88,230.47
637.64,230.26,233.93,230.66
638.12,230.36,233.57,230.74
635.91,229.85,232.95,230.38
638.55,230.28,234.22,230.86
638.23,230.72,234.09,231.51
637.94,230.67,234.09,231.33
639.35,227.46,235.13,231.97
637.91,230.67,233.88,231.57
639.55,230.79,234.55,231.39
637.36,229.93,233.44,230.79
638.0,230.46,234.21,230.66
637.63,230.8,233.4,231.24
638.27,230.47,234.6,230.96
637.37,229.99,233.67,230.28
638.41,230.51,233.56,230.78
637.51,230.36,233.46,231.15
637.87,230.53,233.59,230.96
638.42,230.67,234.48,230.8
639.4,230.75,234.35,230.65
638.28,230.69,233.64,230.78
638.28,230.57,233.64,230.78
638.59,230.7,234.06,231.22
638.43,230.87,234.18,230.78
637.97,230.28,233.57,230.65
636.68,230.03,232.77,229.51
637.14,229.44,234.14,231.2
636.57,230.1,233.43,230.27
637.15,230.14,233.34,230.92
636.75,230.47,232.87,230.67
638.83,230.58,233.91,231.08
639.15,230.56,233.47,230.47
637.71,230.77,234.06,230.89
636.58,230.07,233.01,229.92
635.54,229.83,232.46,229.89
634.53,229.07,232.2,229.4
636.97,229.93,233.09,230.1
635.49,229.82,232.78,229.45
634.56,229.87,232.49,229.83
637.42,230.31,233.32,230.05
638.89,230.91,233.87,230.72
637.93,230.46,233.13,230.03
637.7,230.66,233.67,230.12
635.9,230.56,233.67,230.56
636.69,230.99,233.33,230.66
636.44,230.64,234.41,230.2
637.43,230.09,234.89,229.89
637.41,230.41,232.88,230.25
635.82,229.93,232.81,230.27
635.5,229.45,233.83,229.73
637.06,230.2,233.92,230.37
634.75,229.27,231.84,229.29
637.05,229.93,234.31,229.39
639.44,230.57,233.36,230.78
638.54,230.35,233.45,230.54
638.55,230.28,233.19,230.27
637.91,229.92,234.31,229.91
637.08,229.93,233.29,230.14
637.83,230.29,232.99,230.5
637.89,230.54,233.28,230.64
638.3,230.7,233.5,230.89
636.8,230.34,233.1,230.45
636.5,230.04,232.93,230.26
637.73,230.38,233.46,230.81
637.89,230.72,233.03,230.75
638.06,230.81,233.17,230.57
635.31,230.4,232.59,230.66
637.85,229.67,234.42,230.17
635.51,228.7,234.33,228.99
634.56,229.21,234.48,229.42
635.33,228.98,233.14,229.79
636.55,228.98,233.49,231.11
634.41,228.98,233.88,229.19
635.58,229.09,233.45,228.88
635.93,229.04,233.84,229.7
637.78,229.93,234.47,229.97
635.62,229.48,232.14,228.72
635.34,230.17,232.73,229.45
634.27,229.76,232.1,229.44
637.0,230.14,234.2,229.52
638.46,229.19,234.92,229.61
637.67,230.32,234.14,229.83
637.08,230.56,233.36,230.27
637.66,230.57,233.24,230.24
637.95,230.57,233.37,230.38
636.84,230.16,232.27,229.51
637.59,229.79,234.3,229.44
639.64,230.13,234.81,229.69
637.5,229.65,234.57,229.13
638.07,229.71,234.74,229.21
637.38,229.62,234.4,229.5
635.62,229.93,233.0,230.01
636.53,230.33,233.16,230.12
635.63,229.3,232.93,229.4
635.93,230.35,233.44,230.46
635.03,230.05,232.02,229.98
635.63,229.35,233.45,229.52
637.27,229.32,234.52,229.15
637.89,229.98,233.24,229.67
637.71,230.52,233.47,230.17
637.43,229.86,234.42,229.09
637.5,228.39,233.34,231.57
637.78,230.14,235.01,229.75
638.81,230.36,233.95,230.27
636.47,230.14,233.46,230.14
637.71,230.57,233.12,229.81
638.59,230.38,232.95,230.54
635.91,229.9,232.12,229.73
637.82,230.06,234.74,229.35
636.52,229.62,234.1,230.16
637.77,230.51,234.13,230.46
637.78,230.43,234.0,230.78
634.42,229.89,232.22,229.87
637.14,229.0,234.67,229.74
638.84,230.57,234.53,230.36
637.13,230.8,233.69,231.35
636.94,230.53,234.14,230.47
638.33,230.92,234.82,231.25
639.58,230.5,234.07,230.69
638.45,230.63,234.45,230.59
638.26,230.61,234.24,230.61
638.07,230.77,234.15,230.84
640.65,231.32,234.11,232.01
638.84,230.88,234.14,230.33
638.83,231.09,234.1,231.0
637.94,230.47,234.4,230.36
637.79,230.14,234.18,230.01
636.44,230.44,233.79,230.46
639.28,230.74,234.16,230.68
640.78,231.54,234.54,231.17
637.37,230.61,233.11,230.45
637.29,230.78,234.45,230.84
636.85,230.16,233.68,229.92
638.21,230.77,233.31,230.89
637.68,230.98,233.27,231.34
637.11,230.68,234.1,230.98
637.95,230.46,233.19,230.24
637.84,230.67,233.37,230.33
639.0,230.89,233.74,231.13
637.79,230.57,232.7,230.35
637.24,230.15,232.7,230.07
637.97,229.11,234.23,229.68
637.67,230.5,234.63,229.51
636.11,229.9,234.71,229.73
638.66,230.23,235.22,230.05
637.35,230.16,233.95,230.37
638.85,230.57,234.11,230.68
638.01,230.37,233.71,230.61
638.45,230.31,233.68,230.15
640.23,230.58,234.04,231.26
638.48,230.35,233.77,230.24
636.94,229.78,233.37,229.82
638.71,229.41,234.22,229.69
637.96,230.43,232.7,230.14
638.17,230.49,233.25,230.57
637.15,230.56,233.68,230.66
637.39,230.04,233.25,230.47
639.09,230.76,233.45,230.99
638.52,230.43,233.34,230.47
637.41,229.74,234.14,230.1
637.7,230.2,233.93,229.7
638.47,229.91,234.89,229.42
639.2,230.36,235.11,229.89
638.38,230.83,234.12,230.51
637.37,230.54,233.34,230.81
638.82,230.37,234.5,230.07
637.1,230.24,233.12,229.81
638.28,230.35,234.01,230.13
638.55,230.37,233.14,230.18
638.94,230.44,234.2,230.75
638.3,229.74,233.88,230.46
637.26,229.93,232.37,230.34
637.2,230.47,233.1,230.15
635.63,229.82,231.9,229.92
635.98,230.28,232.25,230.03
637.02,229.6,234.25,229.67
637.64,230.33,233.28,229.83
636.23,229.72,232.6,230.04
638.61,230.04,232.37,230.29
635.97,230.14,232.37,229.87
636.53,229.24,232.37,229.48
636.88,229.31,232.97,229.26
638.11,230.38,233.42,230.15
638.83,229.42,232.48,230.03
638.15,230.26,233.14,230.89
639.46,230.8,233.46,230.78
638.87,230.53,232.88,230.87
637.66,229.93,232.3,229.94
636.82,230.24,233.25,229.83
637.84,230.57,232.99,230.12
637.55,230.06,232.66,229.92
637.91,230.04,232.49,230.24
636.94,229.93,232.11,229.27
637.24,228.87,232.59,230.03
638.13,229.81,233.17,230.5
639.57,229.98,233.81,229.92
637.03,229.07,233.97,229.09
638.58,228.89,234.8,230.17
637.95,229.52,234.86,229.72
639.25,229.3,234.74,229.2
637.92,229.76,233.81,230.57
639.36,229.85,234.21,229.98
639.09,229.81,234.75,230.03
637.09,230.17,233.34,229.88
636.98,229.41,233.99,229.34
636.44,229.95,231.84,229.83
636.86,229.52,232.16,229.16
639.05,229.2,234.64,229.1
637.36,229.09,233.87,229.82
638.9,230.13,233.79,230.79
636.79,229.98,232.92,229.76
638.8,230.21,233.07,229.87
636.55,229.58,232.45,230.03
