total_output_power,pa1,pa2,pa3
661.89,244.33,242.99,244.79
660.13,243.23,242.02,244.13
660.81,243.66,243.39,245.12
661.63,244.14,243.04,245.73
659.47,245.35,241.64,243.89
662.6,244.23,243.04,244.83
660.97,244.86,243.34,243.39
661.33,245.21,241.59,244.2
661.47,245.98,242.01,244.38
660.43,245.34,242.51,244.58
661.05,244.59,242.68,244.74
661.45,245.92,242.58,243.52
662.87,245.01,243.24,245.24
663.73,243.77,244.45,244.6
663.5,244.96,242.1,243.84
662.01,243.39,241.71,244.28
660.66,244.63,242.56,244.64
660.6,244.24,242.62,244.21
660.21,244.95,242.4,245.14
660.07,243.63,241.5,244.57
661.98,244.42,242.04,245.16
661.87,244.88,242.98,244.87
665.57,245.36,244.66,245.85
662.36,243.73,242.83,243.69
662.53,245.14,242.84,243.55
661.28,244.61,243.61,244.7
662.1,245.65,242.09,244.87
662.82,244.02,243.86,245.04
661.4,244.39,242.67,244.26
662.83,245.82,244.0,243.65
664.06,244.85,243.87,244.44
661.82,243.9,242.83,244.14
662.04,244.7,242.5,242.75
663.29,244.08,243.89,245.09
663.54,244.92,243.6,245.47
663.0,244.47,243.37,244.51
662.5,243.69,242.65,243.93
661.86,245.57,242.55,243.91
660.06,243.55,242.11,244.89
662.8,245.33,243.11,244.77
662.51,244.53,243.16,243.45
661.56,245.03,242.19,243.72
665.0,244.68,243.43,245.01
666.06,245.74,242.75,246.29
663.49,244.21,243.36,245.58
663.15,243.99,243.02,245.78
661.05,243.23,243.24,243.9
663.42,245.0,243.98,245.16
662.2,244.66,243.01,243.53
664.69,245.71,244.94,245.16
662.64,245.41,243.49,244.68
662.08,245.38,242.01,244.66
661.94,243.94,242.01,243.5
661.78,243.58,243.56,245.08
663.49,244.23,242.81,244.88
663.39,244.78,243.79,243.61
663.75,244.9,243.34,245.15
664.08,244.85,243.82,244.2
664.49,245.15,243.22,245.53
663.82,245.15,242.9,243.98
663.8,243.4,242.91,244.24
665.12,245.0,243.32,245.28
666.6,245.05,244.48,244.88
664.82,244.37,243.25,245.17
663.47,244.11,241.99,243.8
663.15,245.11,243.31,243.96
661.19,244.42,243.49,243.57
661.68,243.97,242.72,244.15
660.97,244.92,241.99,244.05
662.06,244.42,242.58,243.13
662.08,244.4,241.41,244.58
664.48,245.93,243.25,245.1
664.99,245.43,242.94,245.06
663.74,244.46,243.58,244.4
665.28,244.77,242.59,244.6
664.95,243.97,243.48,244.68
662.88,244.29,243.41,244.57
663.9,244.98,241.63,245.01
666.03,245.81,243.43,244.93
665.3,245.03,243.48,244.62
665.05,244.9,242.68,244.71
664.12,244.94,243.47,243.57
665.58,245.13,243.25,243.31
665.53,245.05,243.65,244.59
664.39,244.71,243.5,243.76
665.9,245.5,243.01,244.91
664.15,244.35,242.09,243.99
664.82,244.18,241.51,245.24
667.05,245.67,244.54,245.71
665.36,244.57,242.97,244.04
664.37,244.57,242.66,244.59
665.24,244.7,243.04,243.5
665.02,245.11,243.47,244.45
664.45,244.74,244.07,244.55
662.67,242.56,241.95,244.31
665.29,244.99,244.69,245.34
663.8,244.35,243.2,243.69
668.07,246.24,244.3,244.87
665.15,244.29,242.53,244.32
664.05,243.33,242.36,244.55
663.11,243.98,243.43,243.77
663.8,244.59,242.68,245.9
664.41,243.75,242.19,245.27
663.36,244.5,242.16,243.84
664.99,244.44,242.62,244.79
663.93,244.77,242.89,243.74
663.56,244.49,243.09,245.27
663.22,244.87,243.21,244.45
664.28,245.01,242.49,245.07
662.78,244.77,241.53,243.1
665.34,245.19,243.17,245.7
665.73,245.5,244.7,245.28
664.43,244.51,242.8,245.15
664.74,244.87,243.25,244.55
662.61,244.09,241.65,243.5
664.41,244.13,242.29,244.36
665.59,243.67,243.18,243.95
665.56,244.44,243.56,245.22
661.11,243.33,241.97,243.57
664.03,244.73,242.99,243.03
664.17,245.18,243.53,244.31
663.9,245.48,242.86,244.25
664.43,244.87,243.51,244.33
663.08,244.8,243.83,245.32
665.85,244.93,244.0,245.12
661.89,244.59,242.45,243.96
664.65,244.04,241.99,244.94
664.25,244.46,241.42,244.16
664.19,244.68,242.35,243.74
663.97,243.93,243.19,245.06
665.36,245.08,243.32,246.05
663.23,244.3,243.02,242.91
664.44,245.22,242.25,244.76
663.04,243.63,243.32,244.55
662.82,244.01,242.64,244.32
665.3,245.06,243.09,245.36
663.12,243.87,243.13,243.66
662.18,244.37,242.38,242.78
663.28,244.22,242.88,244.17
664.21,243.38,242.56,244.29
662.41,245.04,242.0,242.49
661.61,243.86,241.94,242.54
663.8,243.7,242.57,245.03
663.45,244.89,243.0,244.48
664.98,244.95,244.14,244.94
661.87,242.97,242.09,243.87
663.01,243.49,243.35,244.54
664.02,244.8,242.09,244.19
663.01,243.92,243.01,245.53
664.62,244.26,242.5,245.02
661.51,243.99,242.23,243.75
662.93,243.79,244.46,245.49
665.56,246.18,243.77,245.46
664.37,244.48,243.45,244.86
661.56,244.52,242.01,242.3
664.17,245.71,243.27,244.79
662.97,244.35,242.89,244.23
662.74,244.37,243.42,244.88
663.15,245.09,243.28,244.12
663.54,244.32,242.93,244.6
661.7,244.61,241.59,242.97
660.78,243.2,240.58,243.38
663.77,244.7,243.91,244.82
663.1,244.75,243.4,244.74
664.24,245.38,243.83,243.84
664.05,244.35,242.43,244.6
664.56,245.15,242.95,244.2
663.43,244.5,242.41,244.47
661.7,244.95,242.92,243.68
660.85,243.58,242.04,244.9
662.23,245.08,243.0,244.8
662.45,244.42,242.7,244.0
661.37,244.73,242.28,243.24
665.08,244.6,243.83,245.11
664.06,244.34,242.66,245.23
662.91,245.19,243.39,244.68
662.98,243.67,243.37,245.03
662.19,244.42,242.05,245.09
662.83,243.62,241.94,244.35
664.87,244.34,242.68,245.41
663.16,244.04,243.76,245.0
664.14,245.16,242.5,244.76
663.71,243.79,241.98,244.33
663.44,244.35,243.65,244.05
663.97,244.55,244.03,245.36
661.46,243.46,241.96,244.69
663.8,245.13,243.44,244.24
663.04,245.11,243.77,243.87
663.9,245.08,244.32,245.05
661.96,244.28,242.72,244.92
663.45,245.46,243.99,246.08
661.93,245.23,243.21,244.24
662.43,245.11,242.91,244.32
663.44,245.24,242.93,244.24
661.69,244.39,243.6,244.3
663.43,243.02,241.68,244.39
663.91,245.17,243.39,244.87
661.5,245.36,243.14,243.93
663.12,244.02,244.23,245.75
659.76,243.79,243.22,244.35
661.41,244.74,241.52,244.06
661.75,243.73,242.99,244.12
661.72,243.89,243.49,243.91
