total_output_power,pa1,pa2,pa3
739.65,276.69,279.41,281.22
740.69,277.86,280.02,282.74
738.6,276.26,278.6,281.85
739.41,277.46,280.52,279.74
739.74,277.58,279.93,281.76
739.42,276.76,280.23,283.02
738.87,276.66,280.37,280.95
738.95,277.2,279.83,280.64
735.22,276.11,278.13,280.02
737.2,275.82,279.9,280.52
739.29,276.97,280.16,281.99
737.57,276.01,278.66,282.25
738.34,277.15,279.0,281.43
737.59,276.84,279.55,279.52
736.56,275.93,279.24,281.56
739.82,276.94,280.96,282.65
739.19,277.02,278.98,281.36
739.99,278.56,278.8,281.94
738.84,276.71,279.35,281.55
738.5,276.54,280.12,281.12
737.25,276.47,278.9,282.18
740.18,278.02,281.07,280.68
740.71,277.44,281.19,282.31
743.15,278.62,280.87,282.14
739.22,277.27,279.55,281.95
739.93,275.93,279.32,283.06
740.24,278.08,281.48,281.79
740.7,277.39,279.78,282.95
738.14,275.64,278.67,282.69
740.0,277.48,279.66,281.31
738.33,277.31,279.94,281.16
736.99,276.03,279.3,281.66
734.85,276.03,278.75,281.55
738.72,276.59,279.58,282.4
738.95,276.44,280.26,282.87
741.28,277.1,280.51,282.81
738.88,277.62,278.62,281.04
737.73,276.33,279.04,280.01
737.93,276.97,279.02,280.55
737.88,276.19,279.24,281.46
736.78,275.94,278.69,280.96
738.11,276.76,279.47,281.08
741.39,277.85,281.39,282.49
738.35,276.94,280.31,281.96
737.23,275.54,278.91,280.53
737.7,275.67,278.92,282.07
740.06,276.89,280.06,282.97
737.52,276.0,279.19,281.15
739.61,276.98,278.09,282.82
739.92,277.94,278.88,282.73
741.03,277.86,279.87,281.4
738.8,278.17,277.89,281.33
738.48,278.01,278.9,280.56
739.82,275.69,280.43,282.36
739.81,277.02,280.03,281.32
738.89,276.67,280.0,281.01
739.69,277.64,279.42,282.45
740.36,277.46,279.48,283.06
739.93,278.21,281.06,282.23
737.94,277.72,278.15,280.67
739.14,277.36,279.64,280.8
738.98,275.87,280.22,281.36
742.24,277.45,280.38,283.91
740.44,277.84,279.9,281.57
739.5,277.58,281.05,280.79
739.61,276.67,279.7,280.54
737.16,276.21,279.59,280.3
737.98,275.03,280.51,281.59
740.63,275.68,280.53,280.8
740.38,276.57,281.22,282.12
738.6,276.45,281.14,281.78
739.86,279.17,279.09,279.44
740.5,276.08,279.83,281.44
739.23,276.66,279.74,281.17
740.61,276.11,280.96,281.96
739.42,276.84,279.0,283.15
739.65,275.79,280.13,283.0
740.69,275.81,280.56,282.51
740.29,276.68,280.73,282.99
739.33,276.12,280.31,282.58
740.13,275.38,280.71,282.48
739.76,276.8,279.89,282.18
743.89,278.42,280.89,281.55
743.34,278.23,279.94,282.37
741.67,277.54,280.66,281.79
738.28,276.01,278.91,281.67
740.22,277.84,279.42,282.03
740.3,277.97,279.89,282.22
742.32,277.73,280.25,282.96
742.4,277.46,280.16,282.36
742.35,276.3,279.39,282.99
741.16,276.46,279.55,283.53
742.49,278.74,279.17,283.02
741.0,278.3,279.09,282.62
740.44,277.59,278.8,281.96
739.39,275.17,280.3,283.59
739.52,276.72,279.5,282.43
739.27,277.72,278.62,279.74
739.99,276.84,279.62,281.78
741.0,277.82,279.08,281.74
739.25,278.49,279.15,280.52
740.66,276.92,280.03,282.74
737.2,276.86,278.21,281.18
737.31,275.81,279.35,280.66
739.49,276.54,279.94,280.71
740.44,276.68,280.18,282.52
740.88,277.33,279.46,281.4
739.35,278.12,279.14,282.89
739.1,276.08,279.08,281.24
743.19,278.24,280.16,283.4
740.74,276.71,279.93,283.5
739.29,276.99,279.08,281.83
740.83,277.86,279.81,282.45
742.84,277.79,280.97,283.52
