total_output_power,pa1,pa2,pa3
724.94,249.05,248.08,239.15
721.55,248.93,245.58,243.5
719.65,248.52,246.29,237.92
721.8,248.0,247.4,238.72
720.98,248.18,246.84,238.32
723.03,249.38,248.19,242.21
721.14,248.33,246.6,238.66
727.19,250.41,248.34,238.76
724.07,249.36,248.46,238.56
723.73,247.96,246.28,239.13
724.54,248.75,247.05,239.13
723.0,249.75,246.83,238.65
722.56,249.42,246.26,237.92
722.61,247.43,246.55,242.11
722.47,248.45,248.18,241.62
723.59,250.21,247.75,239.0
722.84,248.27,247.2,238.23
723.11,250.11,247.81,237.87
723.73,249.8,248.65,240.78
724.16,250.3,248.41,239.45
724.67,248.26,247.94,239.78
723.82,249.28,247.87,239.79
723.01,250.3,247.45,239.84
722.13,248.28,247.47,239.9
723.45,248.65,245.99,238.96
722.17,247.96,247.2,236.62
723.23,248.45,247.4,241.79
722.43,248.18,246.48,240.2
722.81,249.32,247.77,239.25
726.45,249.46,248.75,240.92
723.83,247.97,247.38,240.72
722.43,247.85,246.49,236.89
722.31,249.46,247.71,238.53
722.39,249.36,246.65,238.76
722.26,249.08,247.0,237.13
723.8,248.93,247.18,238.2
722.85,248.7,247.87,238.43
726.2,250.07,248.14,238.17
724.01,249.64,247.83,238.86
722.78,248.07,247.07,238.81
722.49,249.13,246.24,239.83
723.66,248.34,246.36,239.55
721.83,248.2,247.91,239.52
724.66,248.15,247.76,237.36
724.09,249.29,246.78,241.16
725.05,249.95,248.16,242.14
726.31,250.21,248.34,239.12
726.39,249.78,248.74,238.36
722.64,247.16,247.29,238.86
722.51,247.53,246.83,239.68
722.73,247.6,246.91,239.14
724.09,249.62,247.81,238.75
721.25,247.73,246.0,242.65
722.25,248.52,248.33,239.55
722.59,248.89,247.78,239.61
725.26,250.28,247.78,239.87
722.88,248.17,246.43,241.94
723.63,248.11,247.41,236.1
724.37,248.49,246.48,238.53
722.12,250.02,247.55,236.14
722.06,249.78,247.03,239.08
723.11,249.47,247.75,237.72
723.99,249.27,248.24,237.59
724.4,249.93,247.39,238.72
725.55,249.16,247.4,240.34
723.57,248.37,247.87,238.55
721.48,248.02,248.24,238.74
722.04,249.02,246.89,239.51
722.02,247.89,247.33,240.52
722.12,248.51,247.26,240.89
723.19,249.26,247.1,238.95
726.11,248.86,248.11,238.84
723.21,249.92,246.71,238.59
725.36,249.22,247.27,238.97
722.39,248.4,246.14,241.38
720.32,249.25,246.48,238.14
722.28,248.8,248.06,235.82
721.63,247.5,245.72,236.84
724.53,250.07,247.97,239.72
723.99,249.79,247.82,239.54
722.24,248.01,247.12,241.39
721.83,248.53,247.54,242.54
723.15,247.98,248.55,240.41
723.41,249.65,248.06,236.51
723.21,249.67,246.52,237.68
724.3,249.8,247.6,238.88
725.91,249.81,248.35,238.9
724.28,248.75,247.31,240.47
722.41,248.33,246.8,238.83
724.29,248.12,247.48,237.66
721.79,247.51,247.41,240.18
724.18,249.29,246.94,242.23
723.42,249.02,247.46,236.58
724.33,249.84,247.2,241.47
725.33,249.73,248.05,238.87
725.14,248.78,247.67,239.45
722.25,247.94,246.6,242.17
721.78,247.75,246.61,237.42
721.23,247.06,246.88,239.76
723.45,248.4,246.88,241.79
723.45,248.56,247.82,238.51
723.18,249.83,247.42,237.85
727.46,249.72,248.32,238.34
724.15,249.24,247.44,240.57
723.45,248.32,246.12,240.21
723.69,248.39,246.64,239.62
722.75,248.15,247.02,240.1
724.42,249.27,247.22,239.05
722.61,248.38,247.59,237.19
722.63,248.42,246.56,239.0
722.71,249.8,246.82,243.36
727.1,250.61,248.05,239.54
726.13,249.48,246.93,241.26
724.72,248.19,247.15,241.71
724.85,249.76,247.31,240.28
722.5,247.99,247.17,235.19
721.88,248.82,247.27,239.92
723.83,249.13,248.6,238.65
724.11,248.25,247.12,238.93
724.55,249.93,246.87,238.26
723.38,250.58,246.91,240.48
726.11,250.64,247.23,238.66
727.16,249.78,248.44,239.67
724.77,248.78,247.19,239.12
724.01,249.31,246.65,239.76
722.88,247.68,246.32,239.58
723.13,248.68,247.11,239.01
723.43,248.06,247.67,239.07
721.45,248.09,246.49,239.14
720.7,248.32,246.31,238.12
724.99,249.16,246.49,239.17
724.24,248.64,247.12,236.86
723.87,248.8,247.73,240.01
726.15,249.6,247.96,240.33
726.14,248.35,248.09,239.66
724.37,249.44,247.08,240.96
724.7,248.78,246.98,240.14
721.92,247.23,246.58,239.42
723.53,249.36,248.31,238.39
722.81,248.77,246.8,240.63
724.1,248.62,247.29,241.24
723.79,249.25,246.92,239.11
723.45,248.71,248.2,238.92
722.79,250.51,247.39,240.28
725.79,250.03,248.66,239.0
728.5,249.56,248.02,239.06
726.03,249.1,247.51,238.25
726.08,248.73,247.45,240.38
724.71,249.1,246.78,239.24
726.06,249.29,247.46,239.82
723.41,247.63,246.19,239.37
723.3,250.17,247.06,238.51
721.83,249.33,246.8,238.34
722.79,249.57,247.07,239.4
723.36,249.21,246.49,238.35
721.41,248.89,246.35,239.55
724.02,249.79,247.19,239.29
723.13,248.01,247.52,239.27
726.39,249.37,247.79,238.23
729.72,249.64,248.05,238.67
725.07,248.8,246.73,240.36
725.59,249.22,247.38,240.19
723.64,247.72,247.59,240.48
721.97,247.75,247.01,237.67
721.67,248.15,246.57,239.14
721.83,247.88,246.96,242.64
724.45,248.22,247.74,242.98
722.13,249.39,246.15,239.73
724.36,250.61,246.98,234.68
724.75,249.26,247.04,243.7
724.92,248.75,247.78,237.0
724.01,249.62,247.0,239.82
