total_output_power,pa1,pa2,pa3
694.66,233.43,233.8,231.41
696.86,232.75,233.71,233.73
695.29,233.69,233.37,234.52
696.77,234.09,234.1,234.54
698.89,234.53,233.26,233.66
697.46,234.04,232.92,233.8
696.79,232.78,232.94,233.68
694.78,233.59,233.11,234.06
695.85,234.2,232.85,234.22
697.15,234.25,231.74,233.63
696.53,233.01,231.66,233.23
695.15,234.13,232.38,233.68
695.35,234.42,233.25,233.66
695.02,233.98,232.58,233.68
694.42,233.93,232.81,233.79
694.41,233.13,232.9,234.11
694.94,232.8,232.29,233.46
694.2,232.6,232.27,233.57
694.07,233.0,232.65,233.35
693.49,233.12,231.44,233.24
693.06,233.34,231.92,233.45
693.7,233.56,231.84,233.66
695.68,233.95,233.03,234.86
694.71,232.82,233.03,233.51
694.94,232.85,231.95,233.46
695.23,233.13,231.7,233.24
693.76,233.99,232.16,233.5
693.56,233.41,231.51,232.64
693.73,233.19,231.55,232.98
693.39,233.79,231.9,233.61
694.41,232.7,233.01,233.24
694.66,233.9,232.18,234.08
695.36,232.91,231.68,233.03
693.71,233.9,232.12,233.34
696.01,233.12,231.57,232.27
693.72,232.81,231.47,232.93
694.08,233.56,232.42,232.78
694.24,232.19,232.98,233.15
695.27,233.58,233.49,233.21
695.88,234.27,232.57,233.89
696.34,233.38,232.18,233.46
695.98,233.98,232.79,234.37
697.79,233.28,233.84,234.37
696.77,234.09,234.39,234.32
697.61,234.12,233.94,234.32
696.96,234.2,234.14,233.52
697.61,234.31,233.2,233.37
695.82,234.21,232.44,233.68
695.68,234.08,234.1,232.99
694.47,233.68,234.21,233.66
696.93,232.3,233.79,234.35
697.72,232.65,233.77,234.13
696.89,233.47,234.64,234.28
697.28,234.21,233.81,233.99
697.3,233.76,233.88,233.77
697.2,232.99,233.99,233.58
697.12,233.62,234.46,233.52
697.2,233.23,234.42,233.1
695.98,232.17,233.32,233.22
695.64,233.1,234.53,234.02
696.9,234.67,233.32,234.14
696.69,234.13,234.42,233.46
696.95,233.37,234.15,232.68
696.13,233.0,233.69,233.13
696.06,233.87,234.07,233.17
697.37,233.35,233.9,232.41
695.32,233.35,233.87,232.35
695.3,234.53,234.54,232.59
696.01,234.17,234.53,233.56
697.31,234.79,232.38,234.51
695.6,233.5,231.11,233.51
693.07,234.36,233.81,233.13
695.6,234.23,234.03,232.69
695.13,233.84,233.04,233.13
696.53,234.39,231.52,232.03
692.86,233.8,233.89,232.46
697.79,234.4,234.96,232.81
698.85,234.45,231.92,233.68
693.76,234.2,231.5,233.68
695.87,233.72,232.11,232.89
693.47,232.33,232.07,231.02
690.37,232.19,233.61,232.45
694.01,234.01,232.99,233.85
696.96,233.97,233.51,234.23
697.22,233.5,233.62,232.91
696.7,234.11,233.24,234.25
698.91,233.91,234.16,233.16
696.03,233.35,233.94,233.09
697.9,233.6,233.56,232.55
695.97,234.04,233.77,232.82
696.47,234.41,233.78,233.72
697.71,233.98,234.21,233.46
698.0,233.61,233.68,233.52
698.86,233.98,233.99,233.68
697.05,233.78,234.53,233.33
697.92,234.11,234.87,233.35
698.19,233.34,234.56,233.24
698.68,234.22,234.49,233.79
697.74,234.24,232.85,233.35
696.67,233.98,233.16,233.24
696.15,231.84,233.84,232.95
695.86,233.46,234.28,233.2
696.74,233.79,233.93,233.58
698.27,233.9,232.01,233.56
694.0,233.35,231.34,233.57
695.02,233.96,231.07,233.87
694.76,234.32,234.49,233.01
696.93,233.22,233.92,232.05
697.04,233.12,234.7,232.37
698.23,233.34,233.11,232.84
697.7,233.79,234.64,233.77
697.38,233.57,234.41,233.43
696.3,232.69,233.99,232.79
695.64,232.71,233.24,232.16
695.65,233.94,233.03,234.69
699.06,234.43,233.98,233.63
698.13,234.18,234.6,233.57
698.09,233.23,231.64,233.29
696.81,233.8,234.02,233.66
697.17,233.95,234.06,233.23
698.31,234.2,231.92,233.59
695.36,233.87,234.0,232.97
696.34,234.01,233.81,232.72
695.74,233.79,232.1,232.23
695.63,234.0,233.53,233.09
697.64,230.72,234.1,233.36
697.9,231.72,234.05,233.51
697.57,233.54,233.81,232.79
696.85,233.05,233.63,232.56
695.52,232.68,233.35,234.16
696.26,233.23,232.43,232.89
697.57,232.99,233.39,232.92
695.62,233.39,233.78,233.93
698.56,234.29,233.88,233.69
697.25,234.12,233.88,233.16
698.23,233.98,233.9,233.24
697.93,234.51,234.07,233.29
698.76,234.39,234.12,233.73
699.5,234.03,234.17,232.98
698.49,234.2,233.7,232.83
697.3,233.67,233.45,234.13
698.59,233.5,234.32,233.04
696.84,233.26,234.13,232.49
696.84,233.56,233.98,233.73
698.51,234.41,234.41,233.46
697.34,233.77,234.34,233.35
697.88,233.76,233.41,233.77
696.92,233.63,235.06,233.31
698.62,233.53,234.58,233.24
699.71,234.54,232.55,234.02
698.12,233.56,232.97,232.86
695.63,233.46,234.87,233.4
698.39,234.12,232.39,233.93
697.16,234.16,231.66,233.56
696.88,233.96,232.44,233.74
696.44,233.79,233.99,233.04
697.86,234.74,233.46,234.0
697.26,234.47,232.85,233.02
696.71,234.11,232.52,233.02
695.68,234.37,232.32,232.22
696.55,234.26,233.25,232.27
697.1,234.49,232.23,232.17
695.86,233.27,232.96,232.71
697.79,234.27,232.98,232.5
696.09,234.4,232.18,233.42
696.62,234.19,232.76,233.88
698.02,234.33,233.66,233.67
699.82,234.31,232.15,234.3
697.61,232.77,232.81,233.36
695.31,234.72,231.74,233.73
694.03,233.83,231.63,233.88
696.22,233.8,232.08,232.13
695.19,233.56,232.39,233.3
696.14,233.23,233.88,232.71
697.68,233.56,234.76,233.2
696.96,232.91,232.98,232.55
696.39,234.79,233.91,232.94
697.94,234.22,233.56,233.23
697.61,234.72,233.27,234.32
697.93,234.63,232.48,234.48
695.51,234.23,231.49,233.65
694.48,234.1,234.21,233.98
696.64,232.99,234.32,233.07
698.07,234.01,234.15,233.57
698.43,234.22,234.25,233.12
697.01,233.52,234.2,233.13
696.98,234.09,233.99,233.34
696.27,233.56,234.64,233.15
696.01,233.95,233.89,233.26
697.1,234.43,232.17,232.82
697.31,233.08,234.13,234.16
698.7,233.92,233.72,232.43
697.94,233.78,233.48,233.83
697.85,233.62,233.96,233.29
697.2,233.07,233.03,232.53
695.88,233.52,232.89,234.11
697.83,232.41,234.31,233.56
696.04,233.33,234.41,233.05
696.97,234.09,233.84,232.22
696.29,234.53,233.52,233.34
697.24,233.85,233.42,228.43
696.03,233.94,234.58,233.78
696.79,233.38,233.55,232.78
696.01,233.71,233.11,233.69
697.23,232.44,233.03,232.77
694.97,232.41,232.98,233.55
696.54,233.25,232.59,234.65
697.23,232.48,233.21,233.92
696.37,234.13,233.29,232.86
695.18,233.77,233.71,232.49
697.5,233.98,233.89,233.04
696.34,233.68,233.91,233.04
697.32,229.03,233.31,232.89
697.41,233.95,234.01,233.19
697.35,233.9,233.66,232.62
696.89,234.21,233.97,232.82
697.27,234.42,232.79,232.07
696.38,233.14,233.84,232.94
698.14,232.63,232.89,234.02
697.7,232.55,232.94,233.86
698.61,233.68,233.25,232.98
698.39,234.29,234.89,233.91
697.58,234.2,233.85,233.16
697.57,233.72,233.89,233.39
697.29,234.02,233.99,233.78
698.2,234.04,232.4,232.52
697.32,233.04,232.89,233.49
697.5,235.05,233.25,233.15
699.44,234.79,233.91,233.34
698.16,232.38,234.7,232.55
696.3,232.45,234.5,232.17
695.86,233.3,233.62,233.28
697.32,233.75,233.72,233.42
698.08,233.87,234.64,233.89
698.87,234.41,233.98,232.72
