total_output_power,pa1,pa2,pa3
648.64,209.71,212.13,207.58
647.78,210.01,210.89,207.77
646.85,209.64,209.94,208.0
646.84,209.68,210.29,207.74
647.59,209.41,211.28,207.73
646.61,209.22,209.95,208.22
646.88,208.81,210.04,207.12
645.98,208.33,211.41,206.94
648.04,209.82,211.06,207.49
647.38,209.44,211.25,207.33
648.98,210.62,211.27,207.31
648.23,210.15,210.77,207.26
649.65,210.31,211.15,207.3
647.85,210.38,210.92,207.02
648.09,209.92,210.55,206.99
646.84,209.61,210.5,207.1
648.06,210.02,211.1,207.69
649.27,210.67,211.25,207.69
648.64,210.02,210.77,207.24
648.95,210.61,211.26,207.82
648.64,210.47,211.34,208.16
649.24,210.72,211.53,208.02
649.12,210.4,211.21,207.98
648.54,210.19,211.19,207.97
649.46,210.05,210.84,207.76
647.07,210.06,210.23,207.22
647.44,209.51,210.3,207.5
647.72,209.62,210.85,207.5
648.42,210.2,211.38,207.86
647.94,209.91,210.65,207.71
647.71,210.3,210.48,207.54
647.61,209.72,210.7,207.84
646.84,209.81,210.43,207.36
646.84,209.21,210.76,207.15
647.76,209.71,210.77,207.77
648.59,210.37,210.65,208.07
649.3,210.18,211.25,207.97
649.69,210.87,211.29,207.82
646.99,209.29,210.17,207.6
648.45,209.91,210.4,207.62
648.53,210.27,210.85,207.67
650.53,210.66,211.65,208.36
648.29,210.67,210.16,208.36
648.02,209.82,210.66,207.81
647.49,209.2,210.86,207.44
648.06,209.61,210.45,207.68
648.39,209.96,210.83,207.92
647.89,210.92,211.21,207.78
649.14,210.77,211.37,208.57
649.63,210.63,211.28,208.39
648.33,210.21,211.34,208.36
648.33,210.3,210.96,207.87
647.75,210.37,210.96,207.85
647.14,210.04,210.77,207.8
648.76,210.13,210.67,207.52
647.67,209.83,210.16,207.2
647.58,209.24,210.59,207.49
647.71,209.93,210.5,207.79
647.66,209.91,210.52,207.69
648.41,209.91,211.07,208.08
648.01,210.38,211.05,207.59
648.28,210.38,210.87,208.06
647.86,209.85,211.03,207.12
647.45,209.81,210.6,208.05
648.81,209.89,210.81,207.63
646.5,209.69,210.66,207.24
647.66,209.74,210.55,207.61
647.48,209.81,210.34,207.33
647.73,210.0,210.67,206.92
646.84,209.47,210.47,207.08
648.15,209.46,210.27,207.26
646.45,209.23,210.07,207.14
647.45,209.98,210.57,206.72
647.39,209.32,210.08,207.2
647.3,209.8,210.3,207.1
648.03,209.65,210.95,208.13
647.68,209.66,210.76,207.51
648.37,210.21,211.05,207.42
649.21,210.37,210.96,207.59
648.9,209.99,210.96,207.91
649.32,210.34,211.16,207.92
647.86,209.77,210.27,208.01
648.93,209.86,210.68,207.89
649.42,209.9,210.98,207.82
648.41,210.01,211.45,208.21
649.47,210.04,211.25,208.59
648.61,210.45,211.34,207.69
648.36,210.29,210.86,207.58
647.75,210.1,210.77,207.87
648.37,209.91,210.71,207.58
646.95,209.41,209.82,207.71
648.89,210.6,211.31,208.14
647.89,210.09,211.05,208.12
647.89,210.2,211.05,208.11
648.3,210.25,211.35,207.75
649.09,210.59,211.04,207.3
648.33,210.47,211.27,207.58
648.33,210.66,210.76,207.69
648.33,209.99,210.52,207.61
648.22,209.98,211.11,208.14
648.45,209.84,210.27,207.89
648.33,209.76,210.37,207.88
649.48,210.08,211.21,207.69
648.11,210.23,210.29,207.31
648.93,209.81,210.79,207.87
647.14,209.81,210.76,207.59
647.98,209.43,210.27,208.23
649.04,210.18,210.37,207.12
648.54,209.92,210.26,208.18
648.94,210.48,211.07,207.82
647.78,209.71,210.0,207.59
647.26,210.06,210.13,207.89
647.45,210.24,210.39,207.9
647.49,209.81,210.47,207.28
646.81,210.01,211.06,207.78
647.44,210.16,211.02,207.97
647.21,209.65,210.8,207.68
647.99,209.61,210.83,207.87
646.54,209.81,210.4,207.63
647.76,209.51,209.88,206.97
647.06,209.61,209.89,206.75
646.08,210.01,210.09,207.45
645.78,209.4,209.68,206.74
645.7,209.92,209.52,207.13
647.46,209.51,210.46,207.29
646.3,209.51,209.72,206.76
647.07,209.81,210.59,207.5
647.75,209.94,210.78,207.28
647.75,209.97,210.76,207.74
649.28,210.05,210.98,208.08
647.79,210.06,210.74,207.8
646.54,210.16,210.65,207.87
647.14,209.99,210.68,207.48
647.25,210.18,210.96,208.0
647.99,209.88,210.87,207.85
648.16,210.29,211.16,207.93
649.96,210.97,211.09,207.82
649.36,210.3,211.05,208.16
647.5,210.33,210.95,207.8
650.18,210.6,211.74,208.63
649.8,210.87,211.45,208.27
649.23,210.75,210.95,208.67
649.38,210.67,211.58,209.07
648.35,210.7,209.63,209.04
648.67,211.06,210.78,209.62
648.36,209.98,210.62,209.01
648.18,210.01,210.89,209.19
648.33,210.15,210.83,209.5
648.94,209.96,210.81,209.87
648.64,209.21,211.23,208.84
648.31,209.4,210.75,209.7
649.76,210.28,211.01,209.99
650.18,210.08,211.38,209.8
648.72,210.54,211.15,208.99
648.94,210.52,211.2,208.84
646.75,209.61,210.29,207.74
646.99,210.27,210.84,207.96
647.53,209.87,210.57,208.41
648.04,209.97,210.75,207.69
647.16,210.29,210.48,207.95
648.64,210.48,211.26,208.92
648.5,210.23,211.43,207.9
649.19,210.53,210.99,208.16
646.98,209.78,210.16,207.92
648.39,209.9,210.87,208.12
648.61,210.3,210.96,208.13
649.32,210.66,210.99,208.54
650.98,211.13,211.67,208.93
647.91,210.0,212.0,209.23
647.29,211.73,209.89,209.04
648.46,210.56,209.6,209.21
647.01,210.57,209.99,209.73
647.14,210.47,208.86,208.58
649.12,210.66,211.4,209.1
650.08,210.67,210.64,209.5
649.85,210.88,211.06,209.13
649.72,210.55,211.44,208.93
650.7,210.76,211.25,208.81
649.31,211.21,211.56,208.57
648.53,210.7,210.61,209.6
646.35,209.81,209.9,208.86
647.14,209.74,210.52,208.76
647.15,209.88,210.29,208.7
649.26,210.67,211.28,208.34
646.78,210.02,209.7,208.97
647.51,210.64,210.07,209.92
647.58,210.48,209.33,209.7
647.92,210.38,209.41,209.1
648.28,210.28,209.76,209.54
645.9,209.85,209.64,209.13
646.95,210.1,210.09,209.71
647.44,209.61,209.32,208.55
647.15,210.0,209.5,209.03
647.39,210.45,209.6,208.41
647.29,210.57,210.19,209.26
646.6,210.24,209.24,209.33
647.9,210.91,209.08,209.13
646.14,209.92,209.33,208.88
646.02,210.72,208.96,208.59
645.94,209.8,209.22,208.73
649.23,210.07,211.74,208.55
648.9,210.77,210.97,207.99
649.83,210.49,211.53,208.49
650.62,210.94,211.15,209.13
649.78,211.02,211.31,209.22
649.27,210.58,209.87,208.29
648.93,210.3,210.76,208.01
649.56,210.66,211.27,208.24
648.02,210.48,211.45,208.35
648.91,211.02,211.15,208.92
648.52,211.0,211.75,209.32
650.34,211.06,211.15,208.32
648.64,210.62,211.25,208.56
647.72,210.31,211.05,208.46
648.64,210.44,211.53,208.16
647.38,209.96,210.08,207.86
647.14,209.91,210.76,207.59
647.45,210.19,211.16,208.56
646.26,209.37,209.57,207.77
646.26,209.57,210.68,207.17
645.65,209.53,210.32,207.13
647.34,209.57,211.3,208.23
647.35,210.07,211.2,209.13
647.53,210.33,210.85,208.97
647.14,209.93,210.64,209.28
647.45,209.29,210.37,209.13
648.92,210.0,210.74,209.8
648.4,210.07,211.18,209.89
648.81,209.97,210.72,209.99
647.91,210.0,210.59,209.5
646.85,209.44,209.75,209.3
649.4,210.22,211.11,208.43
647.26,209.13,211.27,208.44
646.32,209.14,210.88,208.56
647.77,209.81,211.65,209.1
648.36,209.97,211.35,209.15
650.07,210.96,210.88,206.53
649.41,210.6,210.93,208.22
648.84,210.28,210.95,208.36
648.4,210.18,210.62,207.97
646.96,210.43,210.76,208.34
647.75,210.43,211.06,208.18
647.44,209.49,210.47,207.69
647.15,209.91,210.75,207.87
647.46,209.81,210.58,208.39
648.26,210.33,211.13,208.25
647.39,209.88,210.5,207.92
647.61,210.08,210.96,207.73
646.22,209.59,209.92,207.35
649.03,210.79,210.64,208.39
647.72,210.36,211.15,208.16
645.91,209.8,209.79,207.2
646.9,209.61,209.5,207.43
647.39,209.51,210.69,207.42
646.06,209.55,209.89,207.12
646.26,209.47,210.1,207.22
645.66,209.09,209.63,206.64
647.13,209.08,209.76,207.43
645.74,209.38,210.29,206.45
646.84,209.8,210.09,207.49
645.31,208.84,209.89,207.79
647.97,209.29,209.64,208.35
646.55,208.75,210.3,207.51
649.79,209.5,210.87,209.05
648.15,209.3,210.11,209.85
649.59,210.3,210.36,209.11
651.62,211.44,210.6,209.58
651.02,211.15,210.76,208.74
648.61,209.05,211.1,209.32
650.13,209.09,211.21,209.86
648.54,208.58,211.09,208.9
648.67,209.22,211.06,209.51
648.1,209.33,210.96,209.62
651.32,211.44,210.66,209.23
651.29,211.8,210.84,209.13
650.43,210.87,210.28,208.93
649.53,210.45,210.7,209.13
649.97,210.99,210.71,208.79
648.56,210.9,210.15,208.51
648.94,210.77,210.51,208.61
648.51,210.59,209.38,208.44
649.59,210.81,210.42,208.09
646.36,209.88,209.47,207.28
649.46,210.54,209.92,208.47
648.31,210.47,209.91,207.48
647.13,209.73,209.33,207.64
648.53,209.44,210.35,206.93
647.34,209.88,209.55,207.68
648.63,210.38,209.78,208.93
649.73,210.22,210.77,207.96
650.53,210.3,210.67,207.36
647.97,208.84,210.52,207.53
647.76,209.7,210.75,207.59
647.74,208.69,210.68,207.39
648.06,208.79,210.44,206.97
646.41,208.64,209.86,207.14
647.58,209.76,210.34,207.59
647.95,209.78,209.72,206.93
648.43,208.75,210.35,207.17
648.42,209.9,210.59,207.19
646.84,209.32,210.28,207.03
647.14,209.53,210.65,207.67
648.79,209.13,210.19,208.42
652.46,209.63,211.32,209.59
650.71,209.13,209.95,208.74
650.6,209.13,210.07,209.13
650.45,209.32,210.64,209.42
650.75,209.33,210.06,209.44
650.12,209.22,210.67,208.82
651.01,208.92,211.15,209.13
650.33,209.01,211.35,209.33
650.48,209.07,211.37,208.24
651.02,209.28,212.19,209.42
650.48,209.62,211.06,208.94
649.63,208.9,211.26,209.33
650.71,209.99,211.09,208.93
649.86,208.85,211.33,208.34
648.91,209.03,210.85,208.53
649.13,208.78,210.98,208.19
649.29,209.07,210.92,208.88
649.21,208.75,210.9,208.93
649.11,209.07,210.86,208.53
649.94,209.19,211.09,208.73
649.9,208.6,210.85,209.13
650.06,209.46,210.85,209.13
649.83,209.87,210.86,207.87
650.98,210.86,210.51,208.31
649.28,208.7,211.47,208.93
650.59,209.01,211.2,209.03
649.25,208.68,211.06,209.15
652.59,210.71,210.71,208.17
652.15,211.09,210.29,208.39
651.0,210.53,210.29,208.53
649.84,209.03,210.48,208.16
649.83,209.43,210.56,208.72
649.9,208.81,210.95,208.93
650.67,209.44,210.59,208.73
650.13,209.28,211.41,209.42
649.83,209.02,211.01,208.65
650.33,208.7,211.06,208.62
648.41,208.69,210.89,208.93
650.43,209.27,210.75,208.71
649.83,209.13,211.15,208.76
650.13,208.56,211.06,208.93
650.2,209.59,211.24,208.78
649.86,209.39,210.79,208.96
