total_output_power,pa1,pa2,pa3
1265.34,227.92,226.55,227.12
1262.71,227.74,226.27,228.29
1264.95,227.3,226.15,226.78
1266.46,226.46,226.56,226.39
1266.67,226.73,227.34,228.03
1265.94,226.32,226.44,226.59
1265.37,226.51,226.18,227.57
1263.48,228.4,225.94,226.59
1261.37,227.7,225.64,227.26
1262.46,227.05,225.42,227.44
1268.99,227.04,226.38,227.65
1266.93,226.67,227.56,226.27
1263.45,226.26,226.68,226.35
1267.31,226.28,227.03,227.54
1265.18,226.27,226.33,227.37
1268.39,227.38,225.86,226.59
1265.92,227.71,225.76,226.47
1264.1,227.92,226.48,228.13
1265.39,227.12,226.04,226.29
1264.98,228.08,226.28,226.35
1261.09,227.96,226.47,227.23
1264.93,227.86,226.19,227.36
1262.55,227.01,226.47,226.17
1265.5,226.36,226.55,226.2
1263.66,226.99,227.47,227.37
1260.79,226.89,226.87,226.16
1265.31,228.81,225.94,226.47
1267.03,228.34,226.81,226.8
1264.73,228.53,226.29,227.47
1263.85,228.45,225.47,226.18
1263.42,228.97,225.77,227.15
1262.32,227.41,226.59,226.73
1265.19,228.55,227.7,226.63
1264.56,226.2,226.61,227.33
1264.88,226.82,227.93,227.65
1263.09,227.51,228.49,227.08
1262.38,226.57,227.84,227.0
1262.04,226.78,227.2,226.54
1261.57,225.03,227.3,227.45
1262.23,226.74,226.62,226.14
1261.52,227.75,226.5,227.08
1264.75,228.26,227.05,226.0
1265.35,228.43,227.21,226.82
1267.17,228.97,227.48,226.08
1264.73,228.25,227.33,226.42
1264.09,227.91,227.4,226.24
1265.81,227.94,227.44,227.07
1264.31,228.14,227.44,226.48
1262.57,228.37,227.11,227.05
1264.48,228.47,227.07,227.58
1264.1,228.34,227.49,226.52
1264.99,228.67,227.37,226.59
1263.13,228.34,227.72,227.03
1267.84,228.66,227.69,227.59
1265.44,227.38,227.51,226.87
1264.74,227.15,228.13,228.09
1265.04,227.61,228.14,227.35
1269.04,228.11,227.88,227.23
1268.1,227.84,226.77,227.4
1266.45,227.42,227.71,227.62
1268.66,227.73,227.8,228.36
1266.66,227.31,227.1,228.54
1266.46,227.71,227.68,225.71
1263.99,227.92,227.71,225.75
1264.31,228.67,227.44,225.74
1266.09,228.18,227.43,226.02
1264.82,227.74,226.91,226.69
1266.72,227.44,227.84,225.85
1262.41,227.12,226.58,224.94
1265.57,226.9,227.56,227.69
1268.06,226.57,227.73,228.75
1268.63,227.53,227.38,227.92
1264.02,227.15,226.55,227.0
1264.12,227.37,226.4,227.39
1263.79,227.05,226.17,226.58
1263.46,226.88,227.24,225.56
1262.74,226.87,227.29,228.0
1265.35,226.88,227.19,227.62
1265.17,227.9,228.01,226.85
1264.92,227.94,227.72,227.49
1264.9,227.48,227.34,225.77
1265.79,228.25,227.62,225.8
1268.82,228.15,227.95,228.45
1267.75,228.13,227.79,227.9
1267.29,227.94,228.1,228.04
1268.54,228.45,227.42,227.76
1267.16,227.95,227.38,227.59
1266.58,228.14,227.59,226.85
1265.94,227.98,227.49,226.53
1262.33,226.9,226.33,226.48
1265.41,226.69,227.54,227.69
1269.41,227.21,227.62,228.36
1268.96,228.72,227.69,224.77
1267.03,228.67,228.03,226.02
1266.92,228.32,228.03,228.14
1268.38,227.48,228.07,228.17
1267.54,228.22,227.41,227.13
1267.2,228.56,227.62,227.58
1267.84,228.56,228.42,225.72
1264.34,227.33,226.93,225.13
1264.66,227.09,227.2,225.62
1265.82,227.85,227.16,226.6
1266.77,228.19,227.51,226.6
1264.14,227.38,226.86,225.38
1265.33,227.6,226.86,225.64
1264.74,227.21,226.99,225.43
1261.95,227.54,226.83,225.92
1264.47,228.15,226.21,225.73
1267.86,227.28,227.29,225.29
1269.94,228.13,227.35,225.63
1268.6,228.0,227.01,226.15
1265.63,227.78,227.78,226.71
1266.76,226.09,228.19,227.11
1269.15,226.66,228.2,226.85
1270.61,226.77,228.27,226.56
1270.34,227.12,227.64,227.69
1273.14,227.52,226.39,228.6
1275.59,227.21,227.97,228.67
1271.18,227.3,227.63,228.26
1267.37,226.89,226.82,225.98
1272.62,226.72,227.75,226.63
1274.21,227.13,227.29,227.79
1268.75,228.35,226.96,227.12
1269.17,227.32,227.51,226.98
1269.03,226.94,228.11,226.64
1265.13,227.11,225.66,226.82
1264.12,226.48,226.19,225.82
1265.03,227.39,225.42,227.69
1264.66,226.72,226.39,227.82
1263.26,227.02,225.77,227.4
1262.37,226.42,225.75,226.31
1268.04,227.83,226.37,227.03
1268.14,226.29,227.01,227.65
1268.39,227.07,227.79,225.4
1266.56,227.34,226.95,225.61
1266.47,227.07,226.67,226.95
1270.1,227.28,227.31,228.0
1267.38,227.48,227.41,227.51
1267.33,227.82,227.55,226.98
1265.88,228.14,227.76,225.76
1269.96,228.13,227.81,226.55
1267.62,228.39,228.15,225.4
1268.66,227.71,227.23,228.15
1265.6,227.49,226.86,227.64
1267.02,228.14,227.29,227.84
1268.16,227.21,227.62,227.95
1266.91,227.96,227.51,227.81
1269.72,228.28,227.66,228.5
1268.5,227.93,228.04,228.03
1271.08,228.36,228.58,227.78
1272.01,228.51,227.93,228.77
1270.63,228.12,227.76,228.89
1271.91,227.49,228.16,228.38
1272.62,227.87,228.62,228.2
1271.74,227.1,227.85,228.55
1270.82,228.77,227.33,228.25
1266.73,228.18,225.53,228.24
1266.57,228.14,227.83,227.95
1267.83,227.82,227.51,228.84
1265.89,226.67,226.58,228.67
1266.56,226.53,226.81,228.34
1268.08,226.17,227.02,228.61
1264.45,226.49,225.9,228.62
1262.26,226.88,226.54,228.78
1262.96,226.88,225.62,228.34
1262.96,226.88,225.62,228.34
1262.96,226.88,225.62,228.34
1269.95,228.2,228.25,228.34
1269.9,228.62,228.14,228.56
1268.18,227.13,226.95,228.67
1268.13,226.86,226.21,228.26
1269.37,227.83,227.07,227.54
1270.57,228.48,227.3,228.35
1270.57,227.89,227.82,228.32
1271.61,228.62,227.27,229.13
1266.84,227.5,227.39,228.34
1266.55,227.8,227.96,228.45
1266.26,227.93,228.43,227.9
1266.48,226.64,226.07,228.61
1268.27,227.32,226.26,228.35
1268.28,227.62,226.33,228.61
1266.0,227.27,226.69,228.67
1272.33,228.19,228.01,228.56
1269.97,226.57,227.85,227.91
1268.76,227.04,228.03,228.56
1268.29,226.87,227.22,228.59
1268.42,226.74,226.58,228.42
1265.96,227.27,226.91,228.12
1271.76,227.57,228.07,228.45
1270.23,226.74,227.84,227.98
1268.12,226.74,227.4,227.57
1269.2,226.49,227.95,227.85
1272.32,228.25,228.15,228.76
1271.19,228.14,227.92,227.81
1271.8,228.47,227.67,228.45
1272.43,227.9,227.49,228.78
1266.34,226.56,226.03,228.12
1267.02,227.42,225.97,228.73
1267.33,228.08,225.42,227.4
1265.96,227.38,227.5,226.98
1269.74,228.03,227.29,226.95
1267.54,227.7,228.11,226.92
1264.54,226.54,226.65,225.93
1267.58,226.64,228.14,225.62
1265.35,226.18,227.75,225.38
1266.53,226.57,227.45,226.08
1267.98,226.58,226.19,228.92
1269.5,227.29,227.75,228.15
1267.17,226.11,227.4,228.01
1264.83,225.7,227.08,227.46
1265.42,227.63,228.44,227.61
1260.92,226.92,226.61,225.91
1260.58,226.57,226.12,225.8
1262.45,226.92,226.26,226.3
1267.53,228.07,227.83,228.66
1267.5,227.93,227.88,227.97
1268.7,227.44,227.32,227.3
1266.76,227.68,226.72,228.13
1265.78,227.88,227.37,225.46
1267.71,228.02,227.3,225.33
1267.65,227.92,226.89,227.53
1266.17,227.19,226.33,227.18
