total_output_power,pa1,pa2,pa3
1246.45,452.84,446.46,450.54
1252.12,453.02,453.18,450.63
1247.57,451.43,448.12,450.01
1250.17,451.86,451.44,450.4
1246.11,450.65,447.31,449.57
1250.99,450.3,454.16,449.36
1250.7,452.12,454.37,449.99
1249.37,451.6,454.37,449.67
1249.96,451.43,453.73,449.3
1249.66,451.43,453.94,448.95
1249.66,450.94,453.94,449.3
1250.85,451.48,453.09,450.42
1251.39,450.59,454.8,450.18
1248.66,450.24,453.18,448.95
1248.38,450.07,453.0,449.36
1247.91,450.34,453.09,449.33
1247.36,449.97,452.04,449.17
1245.52,449.95,452.43,449.21
1249.09,450.06,453.19,448.56
1249.08,449.99,452.78,449.45
1249.67,450.63,453.71,449.35
1251.37,449.57,452.49,449.78
1249.26,450.04,453.04,449.52
1249.55,450.58,452.16,449.2
1248.75,449.78,452.71,450.1
1248.81,449.69,453.14,448.61
1250.08,449.8,452.22,449.56
1248.57,449.85,452.55,448.23
1246.81,449.14,451.43,448.35
1249.13,449.38,452.28,448.96
1246.81,448.92,451.46,448.93
1248.55,448.78,452.31,447.57
1245.84,449.34,451.58,448.56
1247.18,449.11,451.64,448.45
1245.42,449.36,451.21,448.62
1246.59,448.67,452.5,448.72
1247.32,449.17,451.64,448.88
1246.69,448.75,451.22,447.71
1246.27,448.33,451.24,447.5
1245.57,449.34,450.91,448.57
1246.41,448.09,450.52,448.0
1245.69,449.15,451.8,448.07
1243.91,448.41,450.91,447.62
1243.94,448.19,450.4,447.38
1244.53,448.08,450.81,447.8
1244.51,449.12,451.26,448.96
1245.1,449.59,451.22,448.28
1243.41,448.93,451.64,448.08
1244.32,448.35,451.06,448.09
1243.47,448.53,451.03,447.48
1243.93,447.48,450.51,447.43
1242.76,448.11,451.34,447.92
1243.92,447.97,450.61,447.72
1244.52,448.82,450.01,447.72
1243.92,447.56,451.64,447.96
1244.5,447.93,451.44,447.89
1242.86,448.72,451.24,448.35
1248.24,452.91,450.51,447.71
1249.68,454.71,450.61,447.71
1248.19,454.24,450.47,447.5
1247.38,454.15,450.9,447.63
1246.81,453.51,451.05,447.96
1248.46,452.69,450.23,447.99
1248.07,453.69,450.67,447.51
1247.38,453.52,450.64,448.14
1249.16,452.66,450.99,448.03
1249.15,453.66,451.45,448.09
1249.49,453.06,450.83,447.22
1248.23,454.06,450.81,448.15
1249.94,453.28,451.24,448.14
1250.85,454.37,451.5,448.1
1250.18,453.72,451.22,447.76
1246.79,453.52,451.01,447.71
1247.91,453.93,451.24,448.14
1250.25,454.15,451.4,448.46
1251.25,454.72,451.92,448.09
1251.71,454.87,451.05,447.65
1250.79,454.46,450.9,448.56
1250.86,454.13,451.22,448.35
1250.85,454.42,452.07,448.13
1252.08,456.19,453.14,448.55
1252.58,454.15,452.47,448.13
1250.26,454.37,451.91,449.13
1252.02,454.84,451.92,447.78
1251.64,454.12,451.63,448.57
1251.22,454.16,451.67,448.86
1251.68,454.37,451.75,449.3
1252.39,454.43,451.64,449.73
1252.25,454.77,452.7,449.36
1253.63,455.22,453.14,450.0
1253.17,454.99,452.5,449.59
1252.7,454.76,453.06,449.4
1251.74,453.56,452.66,448.86
1252.56,454.58,453.52,449.57
1252.56,454.37,452.89,448.93
1253.15,454.44,452.5,449.36
1251.09,454.99,452.59,448.51
1251.59,454.32,452.4,448.5
1252.03,454.37,452.07,448.94
1252.51,454.35,452.23,449.98
1252.03,454.77,453.72,449.03
1252.35,454.2,452.66,449.62
1253.93,454.72,452.66,449.75
1254.6,455.58,453.09,450.09
1254.46,454.8,453.09,450.2
1252.61,454.73,454.15,450.04
1252.62,454.39,453.94,449.95
1251.43,455.61,453.31,448.95
1252.47,454.79,453.07,450.16
1252.62,455.84,452.62,449.39
1252.78,452.48,453.05,449.71
1250.56,450.02,453.16,449.86
1250.58,448.62,453.3,449.78
1250.26,450.0,454.16,449.84
1250.28,449.57,453.09,449.93
