total_output_power,pa1,pa2,pa3
623.67,208.7,207.73,209.21
621.69,206.1,207.79,209.83
621.62,205.91,207.85,209.59
625.18,208.36,207.79,209.22
623.89,208.24,207.66,210.14
624.27,208.95,207.84,209.57
622.43,208.64,207.9,209.16
621.73,208.05,207.2,209.81
622.65,208.35,207.96,210.85
623.22,208.61,207.57,210.63
622.62,207.9,207.56,209.99
622.59,207.78,207.32,209.9
619.74,207.49,207.13,209.9
622.33,207.63,206.8,209.93
624.46,207.46,209.08,209.73
623.46,208.07,207.02,209.83
623.24,208.19,206.89,209.9
622.93,207.69,206.95,209.99
621.5,207.69,207.31,209.79
622.02,208.07,207.09,209.32
621.38,207.22,208.22,209.5
623.86,207.99,207.5,209.61
621.88,207.66,207.06,209.56
620.52,207.69,207.44,209.4
620.99,207.37,208.46,209.25
620.47,207.21,207.89,210.6
619.25,206.72,207.17,208.96
618.86,207.11,208.26,208.73
620.94,207.31,208.44,208.97
621.7,207.01,207.99,210.6
623.09,207.36,208.81,211.05
623.01,207.26,208.74,211.05
622.6,206.91,208.17,210.75
620.89,206.74,208.31,210.14
621.83,207.2,208.17,210.67
621.98,206.94,208.07,211.15
621.91,207.26,208.31,209.65
622.24,207.59,208.87,209.15
619.84,207.1,208.25,209.63
621.96,207.37,208.02,208.74
619.3,207.42,208.44,209.03
622.39,207.29,208.06,208.9
620.57,207.3,206.05,209.95
619.48,207.47,206.25,209.62
620.3,206.95,207.62,208.35
621.69,206.8,207.22,210.14
620.13,206.94,208.11,209.11
620.26,206.82,207.53,209.29
622.51,206.94,207.34,210.49
620.83,206.38,207.04,209.84
621.49,206.74,208.46,210.76
622.01,207.11,208.41,210.42
621.2,207.07,208.3,209.99
620.35,206.36,207.1,209.88
620.8,206.54,207.89,210.41
619.6,206.62,207.38,209.95
621.51,206.92,208.22,209.79
623.0,207.12,208.21,210.09
621.16,207.39,207.87,210.48
624.35,206.91,208.17,209.97
620.25,207.42,207.97,210.17
622.5,207.56,208.13,210.87
619.52,206.77,207.53,210.38
621.21,207.1,207.5,210.29
621.33,207.41,208.23,210.0
622.61,207.22,208.07,210.31
623.41,207.49,208.35,210.65
624.06,207.61,208.11,210.61
622.68,207.4,208.0,209.99
620.92,207.17,207.71,210.29
621.32,207.15,208.37,210.09
620.13,206.75,208.07,209.86
622.05,207.86,208.23,210.63
621.72,207.11,207.22,210.4
621.48,207.02,207.76,210.66
620.99,207.12,208.37,210.91
621.55,207.31,208.07,209.46
620.34,207.02,207.83,209.13
620.33,207.25,208.01,209.03
621.25,207.55,207.97,210.82
623.54,207.53,207.79,211.53
621.94,207.2,207.65,208.93
623.83,207.11,207.11,210.7
621.45,206.92,207.66,209.3
620.3,207.08,208.37,209.15
620.76,207.24,207.87,209.02
620.53,207.15,207.99,209.78
621.77,206.78,208.52,211.09
620.21,207.31,208.56,209.7
620.83,207.21,208.1,208.93
621.48,206.91,208.84,209.12
620.96,206.44,207.74,209.29
620.59,207.11,208.28,210.09
621.07,207.16,207.96,209.89
622.74,207.06,208.12,210.29
621.94,207.11,208.32,210.24
621.5,207.34,207.82,210.05
621.41,207.47,208.07,210.0
622.22,207.39,208.27,209.89
623.35,207.69,207.56,210.81
623.11,207.88,207.78,210.75
621.71,206.96,208.29,210.7
622.11,206.85,208.1,209.97
622.21,207.39,208.06,209.97
622.96,207.29,207.65,210.75
621.08,207.11,207.98,210.39
622.33,207.36,208.07,210.86
622.05,207.23,208.23,210.53
622.35,207.32,208.07,210.3
622.76,207.23,208.74,210.67
621.64,206.86,208.45,209.57
621.3,206.68,208.16,210.73
622.24,207.02,208.54,210.6
621.43,207.01,208.16,210.96
621.9,206.9,207.47,210.27
621.52,207.13,208.09,210.27
620.95,206.51,207.85,210.29
620.57,206.98,208.49,210.78
622.37,207.26,208.56,210.52
622.4,207.07,208.09,210.87
620.79,206.66,208.26,210.47
622.93,207.02,208.16,210.76
621.47,207.09,206.83,210.53
620.59,207.0,208.24,208.65
623.01,207.69,208.89,210.18
617.02,207.16,206.57,209.41
618.99,207.34,206.89,209.44
618.81,207.08,206.71,209.38
618.93,207.21,207.37,209.41
620.85,207.31,207.01,209.61
622.45,207.21,206.43,210.73
622.67,206.91,207.5,210.64
621.32,207.63,206.78,209.08
622.3,207.28,208.08,209.94
621.13,207.01,208.82,210.47
621.12,206.57,207.66,210.09
621.88,206.46,207.96,209.99
619.44,206.26,207.9,209.83
621.65,207.21,208.51,210.15
620.65,207.34,207.65,210.56
618.98,207.23,207.07,209.12
619.59,206.68,207.7,209.74
