total_output_power,pa1,pa2,pa3
721.15,248.78,245.7,244.36
722.43,248.78,245.82,244.46
723.44,249.44,246.16,245.21
720.24,249.05,245.47,244.58
720.23,248.12,244.98,243.84
719.35,247.86,244.35,243.61
719.29,248.49,244.78,243.16
718.26,248.51,244.34,243.74
715.9,248.12,244.02,243.19
717.28,248.31,244.5,243.01
716.72,248.45,244.44,242.78
719.15,249.23,245.7,243.68
719.48,249.58,245.92,243.91
719.5,248.58,245.37,243.71
716.55,248.31,243.94,243.23
717.02,248.08,244.23,243.07
716.78,247.62,244.45,242.93
716.79,246.9,244.12,243.12
717.24,246.83,244.11,243.27
716.25,247.82,244.0,243.45
716.56,247.74,243.65,243.32
715.05,247.17,243.33,242.89
714.14,247.19,243.78,243.23
716.43,247.26,243.67,243.95
720.31,248.55,245.99,243.74
719.76,249.0,245.33,244.01
720.46,247.67,245.56,244.91
720.42,246.93,245.46,245.29
717.07,247.56,245.81,243.16
720.27,249.34,246.01,243.65
717.45,247.88,245.08,245.04
717.82,248.09,244.95,244.78
718.45,248.54,245.13,245.14
718.51,248.98,244.23,245.12
721.05,248.99,244.92,244.81
719.56,249.58,244.34,244.79
719.0,248.76,244.93,245.32
719.45,249.23,244.5,245.18
718.64,249.34,245.06,244.56
719.25,248.69,244.49,245.02
717.63,248.71,244.23,244.79
717.9,248.53,244.33,244.92
718.43,249.23,244.24,244.33
718.8,249.01,244.01,244.6
718.41,249.13,243.99,244.54
717.96,249.18,243.8,244.51
718.25,249.72,244.2,244.68
718.11,250.08,244.81,245.24
717.22,248.81,243.88,244.61
720.88,249.38,244.53,245.06
719.72,249.78,244.24,245.22
719.6,249.59,244.36,245.25
718.48,249.68,244.24,245.02
718.16,249.8,244.01,245.47
716.82,249.35,244.36,245.36
718.74,249.93,244.01,245.28
718.09,248.97,243.78,244.88
716.99,248.55,244.12,244.36
714.99,249.0,243.27,243.66
717.42,249.58,243.87,244.58
716.87,248.99,244.17,244.48
719.17,249.12,244.18,244.82
718.06,249.33,244.11,244.36
717.46,249.69,244.12,244.81
717.78,249.23,244.36,244.43
717.46,249.34,244.55,244.16
717.34,249.07,244.11,244.23
716.72,249.49,244.23,244.36
718.67,249.7,244.23,244.51
718.81,249.69,244.3,244.89
716.27,249.4,244.01,243.98
717.25,249.41,244.12,243.91
716.9,249.22,244.02,243.82
718.78,249.0,244.46,244.34
718.08,249.32,243.97,245.82
717.43,249.59,244.49,243.7
717.29,249.54,244.73,244.48
716.28,249.85,244.18,244.48
719.07,249.64,244.74,244.4
717.34,248.96,243.96,244.07
716.95,249.37,243.98,244.09
717.98,249.79,244.41,244.85
718.1,249.32,244.62,244.61
718.44,249.93,244.58,243.87
717.78,250.03,244.0,245.46
718.16,249.4,244.65,245.4
717.45,248.67,244.19,245.8
717.68,249.51,244.08,245.17
717.42,248.99,244.0,245.14
716.6,249.46,244.34,243.74
717.12,249.85,244.11,243.6
716.45,249.83,244.46,243.44
716.74,249.5,244.45,244.49
718.52,249.37,244.94,244.92
718.82,249.34,244.57,245.71
718.21,249.34,244.02,245.06
716.36,249.08,244.21,244.87
718.7,249.37,244.11,245.21
717.39,249.58,244.28,245.47
718.63,249.75,244.06,245.36
721.11,250.15,245.11,245.32
718.65,249.13,244.55,244.93
718.66,248.99,244.92,244.82
716.91,249.27,245.11,243.57
719.09,248.78,244.89,244.92
721.53,249.6,245.82,241.69
719.08,249.43,245.36,245.11
718.88,249.11,245.47,245.18
719.68,248.76,245.01,245.29
718.76,249.58,245.64,243.54
716.83,249.46,245.29,243.39
716.39,248.58,244.5,243.02
714.9,248.24,244.38,242.94
717.76,249.2,245.21,243.13
716.87,248.66,244.69,243.9
718.43,248.78,245.04,245.13
719.37,249.2,245.21,245.23
719.95,249.65,245.82,243.89
715.91,249.26,244.55,242.99
718.0,249.05,244.9,244.25
720.3,249.52,245.06,245.22
717.77,248.92,245.12,245.72
719.37,248.86,244.28,245.75
716.94,248.75,244.66,243.84
719.31,249.21,244.43,245.79
715.51,248.2,244.12,245.23
715.84,248.51,243.99,244.47
717.7,248.99,244.11,244.79
717.68,249.12,243.83,245.04
716.76,248.86,244.28,245.14
718.59,248.76,244.46,245.11
717.05,248.6,244.5,245.39
718.01,249.38,245.7,245.37
718.43,249.23,245.59,244.57
719.42,249.34,245.01,244.09
718.19,249.46,245.13,243.7
718.03,249.34,245.61,245.34
719.11,249.34,245.55,243.65
717.1,249.46,244.57,243.74
716.79,248.43,244.9,243.73
715.93,249.01,244.78,243.38
716.88,248.37,244.66,243.53
719.84,249.11,245.93,245.52
719.48,248.99,245.25,245.54
721.73,249.7,244.78,245.02
718.78,249.58,244.24,245.02
718.37,248.97,244.66,245.14
720.86,249.8,246.16,244.63
722.16,250.03,245.95,245.14
721.51,250.15,244.75,245.24
720.62,250.27,244.91,244.81
718.44,249.68,245.28,243.03
721.47,250.27,245.81,243.52
719.18,249.04,245.89,244.77
719.89,249.39,243.39,245.03
720.74,249.81,243.9,245.24
718.77,248.99,245.45,244.44
720.83,249.73,244.97,245.61
715.33,247.39,244.26,243.9
715.73,247.25,244.06,243.3
716.51,248.56,244.16,243.41
719.47,248.38,245.37,244.0
718.71,248.36,244.76,243.51
718.05,247.86,244.59,243.94
717.12,247.94,245.29,243.67
718.87,248.7,245.74,244.84
717.48,248.53,244.75,244.02
719.8,248.71,246.53,243.58
720.23,248.73,245.75,244.76
720.03,248.55,245.81,244.2
720.47,248.39,246.55,244.45
720.21,249.05,246.45,244.91
718.0,248.08,245.81,243.75
716.77,248.18,245.46,242.77
720.42,249.35,244.16,245.55
719.35,249.46,245.87,244.58
719.72,248.77,246.05,244.23
719.34,248.29,245.63,244.44
720.45,249.45,243.96,245.25
719.44,248.53,245.1,243.99
716.99,247.8,245.7,243.87
715.07,246.59,244.97,243.12
719.23,247.72,244.34,244.18
719.44,249.8,244.0,244.79
720.09,249.49,244.43,243.8
720.78,249.96,246.37,244.73
722.58,250.18,246.19,244.12
720.8,249.97,245.54,245.21
720.65,250.11,245.69,245.7
722.05,250.03,245.57,245.93
719.84,249.58,245.2,245.21
718.38,249.55,244.62,245.16
719.38,250.02,244.68,245.7
717.75,249.58,244.59,245.82
719.09,249.93,244.78,244.45
718.6,249.23,244.78,244.68
718.74,249.58,244.54,244.3
719.92,249.46,245.26,244.71
722.47,250.04,245.93,246.01
716.86,247.62,245.06,243.28
721.63,249.63,246.38,244.3
717.98,248.33,244.41,244.59
718.43,249.24,244.44,245.57
721.16,249.8,245.47,246.06
722.43,249.8,245.03,245.36
722.2,250.3,245.5,245.82
722.07,249.81,245.55,245.1
720.21,249.73,245.13,243.67
721.15,248.93,245.77,243.78
721.63,248.4,245.8,244.19
721.81,249.41,246.27,243.8
720.67,247.86,245.11,245.14
719.04,248.62,244.07,245.04
718.54,249.11,244.67,245.35
720.41,248.41,244.9,244.1
717.76,248.64,244.57,243.45
720.73,249.88,244.75,242.88
723.28,250.49,245.9,243.75
721.38,250.0,245.74,243.64
722.58,249.87,245.82,245.59
722.49,248.12,245.87,246.25
719.9,247.3,245.81,244.2
722.13,247.77,246.13,246.09
720.81,247.69,245.83,245.47
722.78,247.84,246.04,245.94
723.79,248.09,246.6,245.7
724.01,248.81,245.84,245.58
720.77,248.28,244.4,245.24
720.04,248.82,244.34,244.56
719.79,247.27,245.86,243.55
724.15,249.05,245.98,245.65
721.88,247.32,246.36,245.13
720.99,247.93,246.67,244.3
719.34,247.8,243.24,244.56
717.76,248.63,243.03,244.43
721.76,248.78,245.16,244.13
724.47,248.8,246.36,244.02
718.84,248.93,244.69,244.52
720.12,249.8,243.87,245.22
718.57,249.05,243.26,244.71
719.0,248.5,243.22,244.45
722.97,249.11,243.73,244.91
720.43,249.73,243.48,244.26
721.87,249.66,244.2,245.24
721.32,248.61,244.01,244.77
719.14,249.02,244.13,244.44
722.45,249.01,243.89,244.59
721.68,248.08,243.55,245.45
722.14,248.66,243.9,245.16
720.18,248.24,243.67,244.07
718.89,247.74,243.67,243.78
718.95,247.29,243.27,244.24
716.92,247.31,243.26,244.1
720.9,248.19,243.89,244.56
721.44,248.66,244.01,245.14
720.42,248.06,243.67,244.66
719.43,247.41,243.44,244.46
719.57,248.96,242.91,244.03
725.39,249.95,246.41,243.83
724.75,249.44,246.19,244.75
722.02,248.31,245.1,244.47
721.14,248.2,245.1,244.01
720.22,248.2,244.29,243.44
722.08,248.43,244.87,244.47
722.39,249.69,245.77,244.4
722.36,250.01,244.53,245.38
721.76,249.22,244.05,245.01
719.8,246.96,244.24,244.35
718.41,249.39,242.93,243.25
720.47,249.51,245.67,242.86
720.89,249.37,244.7,243.38
720.87,249.97,244.73,243.12
720.31,249.46,245.99,243.16
720.35,249.15,245.47,242.65
719.39,248.13,245.24,244.36
719.96,248.52,244.52,244.65
719.8,248.87,245.27,245.48
720.75,248.53,244.56,243.89
718.52,248.21,244.57,243.75
719.56,247.41,244.63,243.87
719.18,248.68,245.21,244.41
718.87,247.39,244.1,243.72
720.36,249.2,245.66,243.22
721.55,250.09,246.47,242.88
720.56,249.42,245.58,243.11
720.07,249.4,246.01,244.12
717.78,248.1,244.82,242.21
718.49,249.01,245.13,243.0
718.81,249.2,246.39,243.33
719.27,248.19,245.1,244.03
721.22,249.16,246.15,244.33
722.1,248.98,246.63,245.61
719.59,248.15,245.84,243.1
718.37,248.74,245.15,242.46
716.62,248.01,243.59,243.4
717.65,248.98,243.02,244.31
720.13,249.92,244.25,245.0
717.77,249.68,244.23,244.45
721.45,249.92,246.27,244.36
718.53,249.87,243.97,244.38
721.31,249.96,246.03,244.11
720.35,249.48,246.21,245.03
