total_output_power,pa1,pa2,pa3
694.08,226.04,226.78,224.98
694.48,224.8,227.02,225.73
693.69,225.47,226.99,225.67
694.3,225.42,226.96,226.25
692.17,225.03,226.86,225.81
692.17,224.28,226.75,225.95
694.11,224.4,227.31,226.8
694.77,224.88,227.01,226.05
694.01,224.85,226.54,225.74
693.92,225.07,226.22,225.13
693.46,225.27,226.74,225.4
691.42,224.15,225.99,225.31
692.27,225.72,226.63,225.16
693.75,224.72,226.78,226.15
694.04,224.94,227.09,226.68
693.01,224.37,226.45,225.0
691.89,225.21,225.96,225.02
691.84,225.74,225.82,225.06
693.21,223.93,226.64,226.08
693.2,224.77,227.15,226.5
691.58,224.01,226.04,224.93
691.55,223.79,226.68,225.34
690.87,224.12,225.58,225.14
690.34,224.02,225.96,224.67
691.62,225.0,226.57,225.44
692.48,225.03,226.43,225.12
690.61,223.9,226.13,225.51
690.14,224.55,225.64,224.2
693.42,224.68,226.37,224.5
693.82,225.4,226.57,225.79
692.48,224.8,225.78,224.51
693.9,224.88,225.65,227.05
694.47,224.98,225.95,227.08
692.06,225.12,226.07,225.08
695.16,225.28,225.67,227.05
693.44,225.3,227.21,226.21
694.99,225.49,227.4,226.63
696.05,226.85,227.41,227.41
692.26,224.56,225.85,226.92
690.43,223.93,225.16,225.96
691.44,224.5,225.09,226.8
694.82,225.74,226.96,226.23
695.33,225.62,227.39,226.49
692.46,224.81,226.45,226.46
694.6,225.6,227.18,226.14
693.55,225.77,227.23,225.4
693.94,224.89,227.42,226.95
693.71,224.89,226.94,226.51
694.37,225.64,226.95,226.36
693.28,225.25,227.65,226.66
692.49,224.32,227.16,226.05
691.51,224.08,227.09,226.46
692.81,224.82,226.88,226.07
693.22,225.52,226.77,226.01
693.58,224.94,227.15,226.79
690.8,224.78,226.57,225.94
693.03,225.77,226.48,226.02
692.52,225.41,226.98,226.28
693.43,225.31,227.09,226.79
694.02,225.42,226.76,226.59
692.83,225.6,227.08,226.76
693.61,225.41,227.08,226.68
694.38,225.47,227.36,227.33
694.04,224.4,226.99,226.94
696.01,225.72,228.11,227.62
690.44,225.53,226.0,224.85
691.87,224.68,225.01,226.46
693.49,224.33,226.99,225.93
692.76,226.17,227.05,225.33
693.26,225.08,227.57,225.57
695.09,225.74,227.56,226.36
691.02,224.16,226.11,224.83
689.94,224.94,225.61,225.23
694.44,225.77,226.79,226.13
694.08,225.4,227.48,225.55
694.09,224.44,227.34,226.79
694.41,225.14,227.2,226.66
694.62,225.56,227.32,226.47
692.64,224.33,225.73,227.0
695.68,225.04,227.92,226.49
692.41,224.97,225.4,226.88
693.48,225.58,225.42,227.39
692.72,224.26,225.32,226.39
692.78,225.54,226.29,224.53
695.26,226.11,226.25,226.21
693.56,225.03,225.44,226.65
691.74,225.82,225.3,225.83
693.49,224.25,225.87,226.89
693.82,224.67,226.7,226.18
692.96,224.85,226.22,225.22
691.65,225.03,226.46,224.59
692.17,225.13,226.04,224.22
691.95,224.25,226.18,226.05
695.47,225.17,227.2,227.0
695.93,225.13,227.3,227.41
693.14,224.48,226.03,225.21
693.09,225.49,226.46,225.04
693.1,224.38,225.07,227.17
692.62,224.93,226.43,225.94
692.29,225.09,227.07,224.42
691.97,225.42,226.34,224.6
691.72,226.29,226.0,224.82
691.93,224.57,226.17,225.56
690.86,224.74,225.7,225.12
691.58,224.4,226.42,225.47
692.41,225.64,227.27,225.12
691.17,224.23,226.25,225.47
691.96,224.41,226.04,224.71
692.7,224.74,226.69,225.41
692.79,225.45,225.82,225.18
692.2,224.6,226.57,225.32
690.87,224.83,225.89,225.6
690.96,225.11,225.44,225.83
688.94,224.29,225.72,224.27
691.36,225.0,225.7,225.14
690.77,225.42,225.33,225.95
689.91,225.32,225.5,224.93
691.56,225.64,226.76,225.94
691.18,224.6,226.15,225.63
689.87,224.52,226.78,225.11
690.65,224.83,225.91,225.14
690.42,223.49,226.27,225.56
689.75,224.49,225.97,225.23
688.81,223.84,225.9,225.54
689.73,224.51,227.0,225.79
690.87,224.71,226.88,226.07
689.92,224.39,226.98,225.86
689.49,223.96,226.47,225.01
689.69,224.92,226.06,224.96
690.61,224.03,225.82,224.96
689.79,224.32,225.67,224.59
688.62,224.39,225.42,225.54
689.18,224.39,225.84,224.82
689.46,224.44,225.89,225.23
692.16,225.31,226.77,225.57
691.72,225.96,226.18,225.18
690.57,224.7,226.75,225.59
691.9,225.03,226.58,225.96
690.85,224.83,226.35,226.33
691.57,224.97,226.19,225.54
691.32,224.97,225.78,225.84
688.51,224.71,225.28,224.28
690.52,224.5,225.9,225.47
692.02,225.64,226.35,225.22
691.89,224.84,226.87,225.51
691.46,225.03,227.08,226.36
690.56,223.98,227.31,226.26
690.9,225.91,227.01,226.5
692.41,226.66,226.96,225.47
692.15,224.84,226.82,225.43
692.59,225.35,227.08,226.27
691.06,224.92,227.27,225.8
692.16,224.5,227.52,226.53
691.17,224.71,227.3,226.47
692.1,224.02,227.68,226.7
691.69,224.33,227.16,225.7
693.86,225.36,227.59,226.53
691.58,224.31,226.81,226.72
689.86,223.77,225.69,226.36
692.3,224.76,226.47,226.79
692.44,223.97,226.68,226.89
689.91,225.35,225.61,225.99
692.38,224.99,227.69,225.91
695.72,225.73,227.96,227.4
692.28,224.68,226.96,226.14
692.48,225.21,226.57,225.99
692.31,223.97,226.64,226.26
692.73,225.21,226.52,226.27
694.72,225.51,227.09,226.26
696.57,225.05,227.42,226.57
694.3,225.1,227.49,226.93
693.98,225.06,227.18,225.69
692.73,224.74,227.43,225.73
693.91,225.6,227.29,225.27
691.92,224.15,226.64,225.68
692.25,224.41,227.55,225.79
692.17,225.03,226.88,224.7
693.06,224.4,226.88,224.77
693.06,224.62,227.76,225.49
695.61,224.47,227.22,226.51
693.96,224.28,227.42,226.06
694.42,225.45,227.47,225.41
694.68,224.86,227.64,225.23
693.16,224.24,226.77,224.62
693.44,225.14,226.88,225.54
693.07,225.07,226.2,225.01
693.65,225.45,226.81,225.68
694.84,225.11,227.04,225.13
694.03,225.0,227.09,225.51
693.72,225.1,226.7,225.07
693.48,224.75,226.71,225.06
693.48,224.19,227.3,225.84
694.79,225.41,227.09,225.13
694.37,225.21,227.6,225.7
691.58,223.95,227.19,225.0
691.34,225.05,227.03,225.33
693.88,224.84,226.88,226.66
690.24,224.89,226.65,225.41
689.94,224.04,226.56,224.67
692.43,225.21,226.24,226.27
692.6,225.52,226.67,226.9
690.79,224.56,226.6,224.64
692.36,224.17,226.9,225.87
695.19,224.89,227.48,226.58
693.2,225.45,227.41,226.43
690.77,223.87,226.45,224.9
691.91,225.24,227.31,225.66
693.37,224.5,227.72,226.43
692.35,224.1,225.96,226.21
694.28,225.6,225.96,227.2
693.23,224.81,226.64,226.34
691.83,225.02,226.03,225.51
691.11,225.22,227.01,224.64
690.56,224.58,226.18,226.47
689.97,225.35,226.78,226.58
691.41,225.95,226.75,227.15
689.58,226.33,226.19,225.17
689.84,225.24,227.04,225.04
691.18,226.71,227.96,224.81
689.72,225.32,226.77,225.23
689.66,224.81,226.87,226.55
690.24,226.57,226.67,226.28
688.07,225.06,227.23,225.35
689.58,225.36,227.15,226.34
688.18,224.97,226.16,225.66
688.8,225.68,226.77,225.16
689.85,225.53,227.31,226.48
685.44,224.69,226.72,224.56
686.42,225.95,225.44,225.62
687.4,224.99,226.68,226.48
689.18,225.17,227.26,226.66
685.94,224.51,226.99,225.61
686.91,225.0,227.02,225.59
688.08,225.42,227.74,225.92
687.83,225.53,227.65,225.3
687.4,225.32,227.08,225.51
689.6,225.42,227.3,226.16
693.99,225.39,227.32,227.07
692.83,225.24,226.56,225.25
693.77,225.23,226.3,225.8
692.31,225.77,225.53,226.14
691.75,223.97,224.89,225.9
693.92,224.09,224.8,226.71
693.43,224.8,225.51,225.82
693.14,224.88,225.32,225.52
694.79,225.31,225.88,226.01
694.13,225.15,226.02,226.1
691.83,224.09,225.76,226.16
695.87,225.5,227.77,225.66
694.86,224.92,227.33,225.18
694.96,225.48,227.29,225.6
695.99,225.63,227.41,225.33
693.73,224.99,226.86,225.26
693.28,224.15,227.12,225.09
692.15,224.34,226.77,224.8
692.81,225.16,226.45,224.48
692.57,225.59,226.64,225.9
693.49,224.98,226.89,227.17
693.37,226.14,226.57,226.03
690.19,224.3,225.44,224.71
690.85,225.67,225.67,225.43
691.51,224.83,225.73,226.47
689.69,224.36,225.48,224.87
690.94,224.79,227.08,225.85
689.86,224.33,227.09,224.8
691.61,225.03,227.74,224.91
693.14,225.0,227.17,224.8
690.92,224.25,225.3,225.89
691.95,224.44,225.94,226.29
692.13,224.39,225.97,226.16
691.24,224.3,226.84,224.59
689.22,225.03,225.87,225.25
694.28,225.47,226.37,226.95
692.14,225.55,226.5,225.01
689.68,224.2,224.93,225.82
691.05,224.61,225.52,226.05
690.36,224.68,224.86,226.6
692.67,225.64,225.55,226.48
692.08,225.34,226.59,226.27
691.96,224.83,226.53,225.94
692.12,223.45,226.03,225.95
691.56,225.9,225.77,225.19
692.27,225.76,225.41,226.66
695.02,224.81,226.82,227.11
693.77,225.73,225.91,227.06
691.8,224.13,226.29,226.05
693.61,225.06,226.86,225.54
692.69,225.21,227.26,226.14
691.83,224.18,227.3,225.63
693.09,224.33,227.56,225.92
692.56,224.57,227.38,225.75
692.82,225.32,227.47,226.37
691.18,225.46,226.11,225.52
693.23,225.98,226.92,225.86
691.75,225.02,225.82,227.02
690.22,225.55,225.2,226.55
692.2,224.36,226.85,226.16
691.78,224.79,227.19,226.58
691.3,224.89,226.32,225.12
689.77,224.33,225.84,225.1
691.56,225.52,226.26,224.57
692.54,225.48,226.92,225.15
695.63,225.09,227.59,225.73
693.41,224.36,227.11,224.92
693.27,225.74,226.31,224.48
691.1,225.09,226.33,225.24
692.64,225.07,226.12,226.03
691.56,224.32,226.25,225.85
690.96,224.25,225.35,225.86
690.17,223.92,225.97,225.61
689.26,224.07,225.95,225.12
692.72,224.81,226.62,226.21
692.88,223.96,227.05,225.94
692.67,224.6,226.47,225.65
695.31,224.82,227.36,225.63
694.39,224.65,226.78,225.2
693.55,225.4,227.47,225.85
693.38,225.02,225.54,225.83
689.98,224.15,225.0,225.3
692.07,225.29,224.92,226.37
692.49,224.63,226.05,226.05
692.49,224.14,226.27,225.17
691.7,224.77,226.06,225.15
692.83,224.74,226.92,226.13
690.96,223.77,225.76,224.87
690.89,224.6,226.46,225.74
694.03,224.84,226.88,225.63
694.19,224.57,227.09,226.13
693.15,224.18,226.4,226.02
690.51,223.51,225.82,225.46
692.09,224.14,226.57,226.01
693.91,225.12,227.33,226.02
693.41,225.29,227.0,226.56
691.87,225.39,225.83,225.68
692.48,225.91,226.11,225.58
693.14,225.0,226.18,226.43
692.88,224.34,226.49,226.55
691.36,224.01,225.64,225.28
691.27,224.48,226.41,225.31
692.16,224.09,226.89,226.25
691.18,224.57,225.44,225.4
689.95,225.01,225.89,225.26
691.7,224.45,226.53,225.45
695.0,225.42,226.99,226.09
695.1,225.78,227.24,227.44
693.8,225.53,227.62,225.85
695.02,225.76,227.91,225.37
693.75,225.74,225.84,225.09
694.12,225.26,226.73,226.31
692.93,225.25,226.6,224.94
692.2,225.11,226.6,226.05
692.01,224.92,225.38,225.76
691.83,224.47,225.01,225.76
693.47,224.74,226.47,225.34
694.46,225.02,227.73,225.96
694.65,224.56,226.07,226.11
693.11,224.65,224.92,226.76
692.8,224.28,225.01,225.56
692.65,224.53,226.32,226.01
693.41,224.46,226.03,225.3
692.06,225.4,225.61,224.54
694.67,225.2,226.25,226.37
691.22,224.72,225.29,225.88
694.02,225.47,226.87,224.71
693.63,224.67,226.67,225.08
695.52,226.16,227.64,225.98
692.48,225.05,225.63,225.34
694.78,225.68,227.94,226.14
693.33,223.8,227.17,225.27
693.79,225.21,226.24,225.14
692.83,224.94,227.42,225.32
693.92,225.18,226.7,225.47
694.52,224.4,227.55,225.74
692.78,224.96,225.86,226.28
693.66,225.6,227.33,225.57
692.44,225.12,225.41,224.57
692.24,225.24,225.45,224.71
694.37,225.1,226.46,226.04
694.55,225.29,227.32,225.29
693.06,226.08,226.55,224.6
693.88,225.44,226.7,225.93
693.91,225.36,226.72,225.66
694.82,224.54,227.4,225.08
693.33,224.99,226.8,225.91
693.44,225.12,227.08,225.72
694.16,224.96,226.02,227.14
692.28,223.95,226.15,226.05
692.72,224.28,227.26,226.54
694.44,225.7,226.99,226.01
692.58,225.61,225.96,226.35
691.7,224.71,226.62,225.21
692.21,225.81,226.18,226.69
692.44,224.5,226.29,226.75
692.21,223.46,225.45,226.5
693.39,224.37,225.65,227.12
695.16,225.1,227.34,226.19
693.29,223.99,226.67,226.05
694.53,223.53,227.44,225.41
692.64,224.28,226.54,225.3
692.48,225.47,225.84,225.45
693.91,225.18,226.33,225.06
693.46,224.35,226.11,225.31
693.04,224.7,227.2,225.62
690.85,224.57,226.73,225.44
692.24,224.63,226.7,225.62
692.06,224.06,227.31,226.25
689.91,223.76,226.14,225.84
691.11,224.34,226.55,225.01
692.54,224.04,226.7,226.55
692.96,225.13,226.56,225.34
692.02,224.55,226.07,225.07
691.6,224.37,226.45,224.78
692.01,224.57,226.48,226.13
691.23,225.32,225.92,225.62
694.06,225.56,227.59,225.61
694.86,225.48,227.45,226.65
694.33,225.22,227.16,226.0
693.92,224.6,227.35,225.84
692.28,224.4,225.38,226.37
693.43,224.42,226.43,227.08
694.38,225.51,226.56,227.06
692.16,224.6,225.64,226.77
690.52,224.08,225.7,225.87
692.81,225.49,225.9,226.47
692.64,225.1,226.18,227.23
692.79,225.89,226.36,224.78
693.01,225.52,226.89,225.33
690.52,223.98,225.94,225.83
691.18,223.87,226.45,227.0
692.15,224.62,226.04,226.14
691.67,224.42,226.74,226.93
691.34,224.79,225.55,226.76
