total_output_power,pa1,pa2,pa3
703.73,246.38,246.84,250.44
705.39,247.39,245.95,251.41
703.46,245.8,245.95,251.33
700.32,244.36,244.33,250.2
704.33,246.42,245.87,251.37
702.93,245.59,245.88,250.46
699.92,244.36,244.84,250.68
704.22,246.76,245.7,250.62
701.91,245.96,244.73,249.68
701.18,245.34,245.13,250.77
703.52,245.84,246.6,250.28
701.47,244.82,244.26,250.39
704.59,246.32,246.74,252.13
705.46,246.99,245.83,250.97
702.63,245.64,245.18,250.51
704.02,247.02,245.53,251.4
703.66,245.15,246.17,250.19
702.08,245.46,244.52,251.27
703.65,245.54,245.21,250.4
701.39,244.43,244.99,250.49
706.9,246.24,246.33,251.47
707.08,246.72,246.92,251.33
699.4,244.21,243.9,250.16
703.8,246.68,245.64,251.51
705.89,246.95,246.44,252.32
701.13,245.33,245.06,250.03
703.7,246.08,245.65,251.75
703.76,246.93,245.52,251.33
700.11,244.35,246.26,250.15
703.31,245.75,246.15,251.12
706.26,246.7,246.97,251.67
702.86,245.05,245.61,250.56
701.98,244.19,244.74,251.2
705.06,245.8,245.57,252.33
704.65,246.22,245.7,250.98
702.02,244.57,245.22,250.58
703.37,246.18,246.15,250.58
699.8,243.3,244.2,251.28
704.73,246.98,246.25,251.7
702.96,245.53,246.18,250.64
703.39,244.96,245.08,251.26
702.19,246.72,245.0,250.48
704.31,246.91,245.96,251.83
701.62,244.1,245.02,250.9
702.25,246.5,245.48,250.11
700.51,243.71,244.84,249.69
704.0,246.72,246.02,251.98
702.41,246.49,245.07,250.61
704.69,246.5,245.98,250.9
701.03,244.38,244.07,251.65
705.4,246.01,245.24,252.12
704.49,246.2,246.39,251.74
703.05,246.08,246.08,250.17
699.27,243.43,244.28,250.76
704.4,245.94,245.71,251.65
700.1,244.64,244.58,251.48
705.48,246.4,246.28,251.17
701.34,244.63,245.12,250.34
703.11,245.19,245.5,251.95
705.31,246.26,246.39,251.69
700.92,244.82,245.86,250.38
704.11,245.89,246.81,250.26
704.99,246.46,246.25,250.73
706.93,246.49,246.47,250.48
700.86,243.62,244.68,249.97
704.17,246.04,245.58,251.91
703.3,246.38,246.5,249.73
704.73,246.55,245.88,250.97
701.21,244.76,244.81,250.74
703.28,246.06,245.76,251.43
703.78,246.1,245.87,251.74
701.37,244.87,245.23,250.56
703.34,245.91,246.14,252.05
701.0,244.98,244.95,250.66
704.58,245.11,246.21,251.85
704.42,245.9,246.11,251.69
699.92,243.99,245.05,250.59
703.21,246.11,246.03,251.1
703.4,246.7,245.7,250.56
701.06,244.72,245.32,251.04
703.11,245.51,245.15,251.3
703.41,246.51,246.01,251.32
703.01,246.09,245.38,251.09
702.64,245.27,244.87,251.09
702.95,246.65,245.13,250.85
701.67,245.34,245.95,250.02
702.05,244.31,244.86,251.78
704.53,246.22,246.23,251.28
701.78,246.1,244.79,251.27
704.71,247.19,245.14,251.53
704.97,246.8,245.43,251.85
702.83,245.95,246.6,250.25
701.6,245.49,245.56,250.75
703.08,245.35,245.74,250.75
701.53,245.36,245.69,251.04
704.13,246.42,245.36,251.05
702.48,245.66,245.23,250.64
704.01,245.9,246.01,251.23
704.42,246.62,246.17,251.32
701.67,245.05,244.91,251.09
703.08,245.36,246.22,252.17
700.54,244.92,245.08,250.53
701.87,244.38,245.72,250.89
704.62,246.69,246.86,251.22
702.19,244.82,245.05,251.4
703.63,246.26,245.95,250.91
703.97,246.69,246.06,251.16
699.49,244.53,243.42,250.0
702.73,246.02,246.16,250.99
702.41,245.07,245.42,250.81
702.15,245.27,245.3,251.05
706.02,247.04,246.08,251.41
701.2,245.46,244.69,250.1
704.46,246.99,245.79,251.24
704.95,246.79,246.49,251.5
703.37,245.12,246.49,250.93
702.7,243.85,245.1,251.34
703.57,245.98,245.17,250.26
700.19,244.26,244.38,251.3
704.13,247.08,245.91,251.19
700.79,244.11,244.44,250.74
704.04,246.7,245.61,251.59
703.83,245.77,245.38,251.11
701.33,244.19,245.04,250.19
704.75,245.15,245.93,250.86
702.5,244.33,245.5,249.27
703.24,245.64,245.15,250.89
704.72,245.85,246.27,251.08
701.69,244.64,244.86,250.55
705.83,246.53,246.35,251.15
700.61,245.78,244.49,249.77
704.34,245.65,245.83,251.51
705.69,246.09,246.36,252.21
703.06,244.99,244.01,250.61
705.1,246.12,245.9,251.42
701.65,244.96,244.77,250.71
703.93,244.74,245.89,251.62
706.78,246.39,245.96,251.91
705.37,245.52,246.28,251.43
702.34,244.86,245.14,251.8
705.05,246.28,245.46,251.85
704.32,246.96,246.13,250.36
702.37,244.97,246.25,251.29
701.8,244.9,245.36,250.96
704.08,245.85,246.74,250.1
703.65,246.53,245.79,250.36
701.83,244.0,244.98,251.07
704.22,246.69,245.96,250.92
701.1,243.69,244.24,250.24
706.02,247.31,246.1,252.09
701.5,245.39,244.57,250.54
703.26,246.58,245.65,250.99
702.05,245.0,244.67,250.14
704.17,246.08,246.41,250.93
703.24,244.96,245.9,251.76
704.03,244.85,246.16,251.19
701.77,243.96,244.72,251.5
705.29,247.25,245.68,251.46
702.98,244.93,245.77,251.45
704.01,246.32,245.96,250.8
705.12,246.81,246.27,251.36
700.69,245.27,244.72,250.04
703.12,246.19,245.7,251.3
703.96,245.31,246.32,250.89
700.59,244.73,244.99,249.65
705.07,245.86,246.09,251.79
699.97,244.58,244.58,250.27
704.73,246.23,246.51,251.83
702.02,245.58,245.27,250.54
702.19,245.37,244.81,251.01
703.81,246.69,246.21,252.08
701.26,245.32,245.45,250.11
703.43,245.7,246.22,251.63
702.14,245.62,244.39,250.11
703.29,245.89,246.54,251.75
700.51,244.43,244.77,250.63
705.65,246.63,246.75,250.91
703.66,246.0,246.11,251.33
699.93,244.21,244.04,250.54
701.6,245.7,245.2,251.18
702.67,245.4,244.56,251.59
705.25,246.35,245.21,251.89
701.84,245.0,246.1,250.51
703.04,245.35,245.85,250.74
